"name","year","week","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"BRANDONGIBSON",2012,15,NA,NA,NA,NA,NA,6,76,0
"BRANDONLLOYD",2012,15,NA,NA,NA,NA,NA,10,190,0
"BRANDONMARSHALL",2012,15,NA,NA,NA,NA,NA,6,56,1
"BRANDONMYERS",2012,15,NA,NA,NA,NA,NA,2,15,0
"BRANDONSTOKLEY",2012,15,NA,NA,NA,NA,NA,1,14,0
"BRANDONWEEDEN",2012,15,244,1,2,9,0,NA,NA,NA
"BRAYLONEDWARDS",2012,15,NA,NA,NA,NA,NA,3,47,0
"BRIANHARTLINE",2012,15,NA,NA,NA,NA,NA,5,77,0
"BRIANLEONARD",2012,15,NA,NA,NA,6,0,1,7,0
"BRIANQUICK",2012,15,NA,NA,NA,NA,NA,2,12,1
"BRIANROBISKIE",2012,15,NA,NA,NA,NA,NA,1,9,0
"BRYCEBROWN",2012,15,NA,NA,NA,34,0,1,11,0
"CALVINJOHNSON",2012,15,NA,NA,NA,NA,NA,10,121,0
"CAMNEWTON",2012,15,231,2,0,7,0,NA,NA,NA
"CARSONPALMER",2012,15,182,0,0,NA,NA,NA,NA,NA
"CECILSHORTS",2012,15,NA,NA,NA,NA,NA,6,101,0
"CHADHENNE",2012,15,221,0,0,16,0,NA,NA,NA
"CHARLESCLAY",2012,15,NA,NA,NA,NA,NA,2,8,0
"CHRISGIVENS",2012,15,NA,NA,NA,NA,NA,1,22,0
"CHRISJOHNSON",2012,15,NA,NA,NA,122,1,NA,NA,NA
"CHRISOWUSU",2012,15,NA,NA,NA,NA,NA,1,24,0
"CHRISRAINEY",2012,15,NA,NA,NA,15,0,NA,NA,NA
"CHRISTIANPONDER",2012,15,131,0,0,6,1,NA,NA,NA
"CJSPILLER",2012,15,NA,NA,NA,103,1,NA,NA,NA
"CLAYHARBOR",2012,15,NA,NA,NA,NA,NA,3,28,0
"COBYFLEENER",2012,15,NA,NA,NA,NA,NA,1,21,0
"COLEBEASLEY",2012,15,NA,NA,NA,NA,NA,2,14,0
"COLINKAEPERNICK",2012,15,221,4,1,28,0,NA,NA,NA
"CORYHARKEY",2012,15,NA,NA,NA,NA,NA,1,21,0
"CRAIGSTEVENS",2012,15,NA,NA,NA,NA,NA,2,16,0
"CURTISBRINKLEY",2012,15,NA,NA,NA,42,0,3,14,0
"DALLASCLARK",2012,15,NA,NA,NA,NA,NA,8,42,0
"DANHERRON",2012,15,NA,NA,NA,8,0,NA,NA,NA
"DANIELTHOMAS",2012,15,NA,NA,NA,6,0,NA,NA,NA
"DANNYAMENDOLA",2012,15,NA,NA,NA,NA,NA,6,58,1
"DANNYWARE",2012,15,NA,NA,NA,NA,NA,2,32,0
"DANNYWOODHEAD",2012,15,NA,NA,NA,61,2,5,23,0
"DANORLOVSKY",2012,15,51,0,0,NA,NA,NA,NA,NA
"DANTEROSARIO",2012,15,NA,NA,NA,NA,NA,1,9,0
"DARRELYOUNG",2012,15,NA,NA,NA,10,0,1,8,0
"DARRENMCFADDEN",2012,15,NA,NA,NA,110,0,4,39,0
"DARRENSPROLES",2012,15,NA,NA,NA,22,0,5,21,1
"DARYLRICHARDSON",2012,15,NA,NA,NA,5,0,3,25,0
"DASHONGOLDSON",2012,15,NA,NA,NA,31,0,NA,NA,NA
"DAVIDREED",2012,15,NA,NA,NA,NA,NA,2,22,0
"DAVIDTHOMAS",2012,15,NA,NA,NA,NA,NA,2,21,1
"DAVIDWILSON",2012,15,NA,NA,NA,55,0,1,11,0
"DEANGELOWILLIAMS",2012,15,NA,NA,NA,93,0,2,51,1
"DEIONBRANCH",2012,15,NA,NA,NA,NA,NA,4,37,0
"DELANIEWALKER",2012,15,NA,NA,NA,NA,NA,2,34,1
"DEMARCOMURRAY",2012,15,NA,NA,NA,81,1,4,31,0
"DEMARYIUSTHOMAS",2012,15,NA,NA,NA,NA,NA,4,13,0
"DENARIUSMOORE",2012,15,NA,NA,NA,NA,NA,5,46,0
"DENNISPITTA",2012,15,NA,NA,NA,NA,NA,7,125,2
"DEVERYHENDERSON",2012,15,NA,NA,NA,13,0,NA,NA,NA
"DEVIERPOSEY",2012,15,NA,NA,NA,NA,NA,3,46,0
"DEVONWYLIE",2012,15,NA,NA,NA,NA,NA,1,6,0
"DEXTERMCCLUSTER",2012,15,NA,NA,NA,NA,NA,7,59,0
"DEZBRYANT",2012,15,NA,NA,NA,NA,NA,4,59,1
"DOMENIKHIXON",2012,15,NA,NA,NA,NA,NA,5,80,0
"DONNIEAVERY",2012,15,NA,NA,NA,NA,NA,3,37,0
"DORINDICKERSON",2012,15,NA,NA,NA,NA,NA,1,10,0
"DOUGBALDWIN",2012,15,NA,NA,NA,NA,NA,1,8,0
"DOUGMARTIN",2012,15,NA,NA,NA,16,0,3,19,0
"DREWBREES",2012,15,307,4,0,11,0,NA,NA,NA
"DUJUANHARRIS",2012,15,NA,NA,NA,27,0,NA,NA,NA
"DWAYNEALLEN",2012,15,NA,NA,NA,NA,NA,3,36,1
"DWAYNEHARRIS",2012,15,NA,NA,NA,NA,NA,4,46,0
"ELIMANNING",2012,15,161,0,2,NA,NA,NA,NA,NA
"ERICDECKER",2012,15,NA,NA,NA,NA,NA,8,133,1
"EVANROYSTER",2012,15,NA,NA,NA,NA,NA,2,30,0
"FELIXJONES",2012,15,NA,NA,NA,10,0,NA,NA,NA
"FRANKGORE",2012,15,NA,NA,NA,83,0,2,34,0
"GARYBARNIDGE",2012,15,NA,NA,NA,NA,NA,1,20,0
"GOLDENTATE",2012,15,NA,NA,NA,NA,NA,3,64,0
"GREGJENNINGS",2012,15,NA,NA,NA,NA,NA,4,50,0
"GREGLITTLE",2012,15,NA,NA,NA,NA,NA,5,74,0
"GREGOLSEN",2012,15,NA,NA,NA,NA,NA,5,56,0
"HAKEEMNICKS",2012,15,NA,NA,NA,NA,NA,3,40,0
"HARRYDOUGLAS",2012,15,NA,NA,NA,NA,NA,3,83,0
"HEATHMILLER",2012,15,NA,NA,NA,NA,NA,7,92,1
"ISAACREDMAN",2012,15,NA,NA,NA,30,0,1,14,0
"JACKIEBATTLE",2012,15,NA,NA,NA,NA,NA,2,12,0
"JACOBHESTER",2012,15,NA,NA,NA,20,1,NA,NA,NA
"JACOBYJONES",2012,15,NA,NA,NA,NA,NA,3,51,0
"JACQUIZZRODGERS",2012,15,NA,NA,NA,25,0,1,14,0
"JAKELOCKER",2012,15,149,0,0,43,1,NA,NA,NA
"JAMAALCHARLES",2012,15,NA,NA,NA,10,0,3,18,0
"JAMARNEWSOME",2012,15,NA,NA,NA,NA,NA,1,6,0
"JAMESCASEY",2012,15,NA,NA,NA,NA,NA,1,9,0
"JAMESHANNA",2012,15,NA,NA,NA,NA,NA,2,45,0
"JAMESJONES",2012,15,NA,NA,NA,NA,NA,5,60,3
"JARIUSWRIGHT",2012,15,NA,NA,NA,NA,NA,1,11,0
"JASONAVANT",2012,15,NA,NA,NA,NA,NA,3,44,0
"JASONSNELLING",2012,15,NA,NA,NA,39,0,3,14,0
"JASONWITTEN",2012,15,NA,NA,NA,NA,NA,5,43,1
"JAYCUTLER",2012,15,135,1,1,9,0,NA,NA,NA
"JEFFCUMBERLAND",2012,15,NA,NA,NA,NA,NA,4,53,1
"JEFFKING",2012,15,NA,NA,NA,NA,NA,1,7,0
"JEREMYKERLEY",2012,15,NA,NA,NA,NA,NA,1,11,0
"JEREMYMACLIN",2012,15,NA,NA,NA,NA,NA,4,73,0
"JERMAINEGRESHAM",2012,15,NA,NA,NA,NA,NA,6,63,0
"JERMICHAELFINLEY",2012,15,NA,NA,NA,NA,NA,5,61,0
"JEROMESIMPSON",2012,15,NA,NA,NA,NA,NA,4,27,0
"JERRICHOCOTCHERY",2012,15,NA,NA,NA,NA,NA,2,28,0
"JIMMYGRAHAM",2012,15,NA,NA,NA,NA,NA,5,69,0
"JOEFLACCO",2012,15,254,2,1,NA,NA,NA,NA,NA
"JOELDREESSEN",2012,15,NA,NA,NA,NA,NA,2,36,0
"JOEMCKNIGHT",2012,15,NA,NA,NA,29,0,NA,NA,NA
"JOEMORGAN",2012,15,NA,NA,NA,NA,NA,2,61,1
"JOHNCARLSON",2012,15,NA,NA,NA,NA,NA,3,17,0
"JOHNKUHN",2012,15,NA,NA,NA,5,0,NA,NA,NA
"JOIQUEBELL",2012,15,NA,NA,NA,24,0,2,13,0
"JONATHANDWYER",2012,15,NA,NA,NA,22,1,NA,NA,NA
"JORDANCAMERON",2012,15,NA,NA,NA,NA,NA,3,34,0
"JORDANSHIPLEY",2012,15,NA,NA,NA,NA,NA,2,13,0
"JORVORSKIELANE",2012,15,NA,NA,NA,NA,NA,2,6,1
"JOSHCRIBBS",2012,15,NA,NA,NA,16,0,NA,NA,NA
"JOSHFREEMAN",2012,15,279,0,4,8,0,NA,NA,NA
"JOSHGORDON",2012,15,NA,NA,NA,NA,NA,3,27,0
"JOSHMORGAN",2012,15,NA,NA,NA,NA,NA,4,60,0
"JULIOJONES",2012,15,NA,NA,NA,18,0,6,74,2
"JUSTINBLACKMON",2012,15,NA,NA,NA,NA,NA,6,93,0
"KEITHTANDY",2012,15,NA,NA,NA,18,0,NA,NA,NA
"KENDALLWRIGHT",2012,15,NA,NA,NA,NA,NA,3,31,0
"KENNYBRITT",2012,15,NA,NA,NA,NA,NA,1,7,0
"KEVINOGLETREE",2012,15,NA,NA,NA,NA,NA,1,9,0
"KEVINSMITH",2012,15,NA,NA,NA,NA,NA,1,13,0
"KEVINWALTER",2012,15,NA,NA,NA,NA,NA,2,11,0
"KIRKCOUSINS",2012,15,329,2,1,22,0,NA,NA,NA
"KNOWSHONMORENO",2012,15,NA,NA,NA,115,1,2,8,0
"KREGGLUMPKIN",2012,15,NA,NA,NA,42,0,NA,NA,NA
"KRISDURHAM",2012,15,NA,NA,NA,NA,NA,1,14,0
"KYLERUDOLPH",2012,15,NA,NA,NA,NA,NA,3,22,0
"LAMARMILLER",2012,15,NA,NA,NA,18,0,NA,NA,NA
"LAMICHAELJAMES",2012,15,NA,NA,NA,31,0,NA,NA,NA
"LANCEKENDRICKS",2012,15,NA,NA,NA,NA,NA,3,35,1
"LANCEMOORE",2012,15,NA,NA,NA,NA,NA,4,42,1
"LARODSTEPHENSHOWLING",2012,15,NA,NA,NA,20,0,NA,NA,NA
"LARRYFITZGERALD",2012,15,NA,NA,NA,NA,NA,4,22,0
"LAWRENCEVICKERS",2012,15,NA,NA,NA,NA,NA,1,15,0
"LEGARRETTEBLOUNT",2012,15,NA,NA,NA,25,0,NA,NA,NA
"LEONARDHANKERSON",2012,15,NA,NA,NA,NA,NA,2,56,2
"LEONWASHINGTON",2012,15,NA,NA,NA,5,0,NA,NA,NA
"LOGANPAULSEN",2012,15,NA,NA,NA,NA,NA,4,47,0
"LOUISMURPHY",2012,15,NA,NA,NA,NA,NA,2,18,0
"LUKESTOCKER",2012,15,NA,NA,NA,NA,NA,3,23,0
"MALCOMFLOYD",2012,15,NA,NA,NA,NA,NA,2,39,0
"MARCEDESLEWIS",2012,15,NA,NA,NA,NA,NA,3,8,0
"MARCELREECE",2012,15,NA,NA,NA,NA,NA,1,6,0
"MARCUSTHIGPEN",2012,15,NA,NA,NA,NA,NA,1,15,0
"MARKINGRAM",2012,15,NA,NA,NA,90,1,NA,NA,NA
"MARKSANCHEZ",2012,15,131,1,4,6,0,NA,NA,NA
"MARLONMOORE",2012,15,NA,NA,NA,NA,NA,2,33,0
"MARQUESCOLSTON",2012,15,NA,NA,NA,NA,NA,3,60,0
"MARSHAWNLYNCH",2012,15,NA,NA,NA,113,1,1,14,0
"MARTELLUSBENNETT",2012,15,NA,NA,NA,NA,NA,1,15,0
"MARVINJONES",2012,15,NA,NA,NA,10,0,NA,NA,NA
"MATTFORTE",2012,15,NA,NA,NA,69,0,5,64,0
"MATTHEWSTAFFORD",2012,15,246,0,3,NA,NA,NA,NA,NA
"MATTRYAN",2012,15,270,3,0,NA,NA,NA,NA,NA
"MATTSCHAUB",2012,15,261,1,0,NA,NA,NA,NA,NA
"MEWELDEMOORE",2012,15,NA,NA,NA,6,0,NA,NA,NA
"MICHAELCRABTREE",2012,15,NA,NA,NA,NA,NA,7,107,2
"MICHAELFLOYD",2012,15,NA,NA,NA,NA,NA,3,37,0
"MICHAELHOOMANAWANUI",2012,15,NA,NA,NA,NA,NA,1,41,0
"MICHAELJENKINS",2012,15,NA,NA,NA,NA,NA,1,11,0
"MICHAELPRESTON",2012,15,NA,NA,NA,NA,NA,2,31,0
"MICHAELROBINSON",2012,15,NA,NA,NA,29,0,1,20,0
"MICHAELTURNER",2012,15,NA,NA,NA,52,1,1,9,0
"MICHEALSPURLOCK",2012,15,NA,NA,NA,NA,NA,1,8,0
"MIKECOX",2012,15,NA,NA,NA,NA,NA,1,11,0
"MIKEGOODSON",2012,15,NA,NA,NA,89,0,1,14,0
"MIKELLESHOURE",2012,15,NA,NA,NA,55,1,NA,NA,NA
"MIKETHOMAS",2012,15,NA,NA,NA,5,0,NA,NA,NA
"MIKETOLBERT",2012,15,NA,NA,NA,40,2,2,24,0
"MIKEWALLACE",2012,15,NA,NA,NA,NA,NA,4,95,0
"MIKEWILLIAMS",2012,15,NA,NA,NA,NA,NA,4,63,0
"MILESAUSTIN",2012,15,NA,NA,NA,NA,NA,7,79,0
"MOHAMEDMASSAQUOI",2012,15,NA,NA,NA,NA,NA,2,16,0
"MONTARIOHARDESTY",2012,15,NA,NA,NA,5,0,NA,NA,NA
"MONTELLOWENS",2012,15,NA,NA,NA,47,0,1,6,0
"NATEWASHINGTON",2012,15,NA,NA,NA,NA,NA,4,62,0
"NICKFOLES",2012,15,180,1,1,5,0,NA,NA,NA
"OWENDANIELS",2012,15,NA,NA,NA,NA,NA,4,40,0
"PEYTONMANNING",2012,15,204,1,0,NA,NA,NA,NA,NA
"PHILIPRIVERS",2012,15,121,1,0,NA,NA,NA,NA,NA
"PIERREGARCON",2012,15,NA,NA,NA,NA,NA,6,65,0
"PIERRETHOMAS",2012,15,NA,NA,NA,13,0,3,26,0
"RANDALLCOBB",2012,15,NA,NA,NA,NA,NA,6,115,0
"RANDYMOSS",2012,15,NA,NA,NA,NA,NA,2,36,1
"RAYRICE",2012,15,NA,NA,NA,38,0,NA,NA,NA
"REGGIEBUSH",2012,15,NA,NA,NA,104,0,NA,NA,NA
"REGGIEWAYNE",2012,15,NA,NA,NA,NA,NA,3,14,0
"RICHARDMURPHY",2012,15,NA,NA,NA,20,0,NA,NA,NA
"RILEYCOOPER",2012,15,NA,NA,NA,NA,NA,3,20,1
"RISHARDMATTHEWS",2012,15,NA,NA,NA,NA,NA,3,23,0
"ROBERTTURBIN",2012,15,NA,NA,NA,31,0,NA,NA,NA
"ROBHOUSLER",2012,15,NA,NA,NA,NA,NA,2,13,0
"RODDYWHITE",2012,15,NA,NA,NA,NA,NA,2,16,0
"RODSTREATER",2012,15,NA,NA,NA,NA,NA,5,62,0
"RONNIEHILLMAN",2012,15,NA,NA,NA,32,0,NA,NA,NA
"RUSSELLWILSON",2012,15,205,1,0,92,3,NA,NA,NA
"RUVELLMARTIN",2012,15,NA,NA,NA,NA,NA,1,8,0
"RYANFITZPATRICK",2012,15,217,1,2,8,0,NA,NA,NA
"RYANGRANT",2012,15,NA,NA,NA,32,0,NA,NA,NA
"RYANLINDLEY",2012,15,104,0,1,8,0,NA,NA,NA
"RYANMATHEWS",2012,15,NA,NA,NA,22,0,3,8,0
"RYANTANNEHILL",2012,15,220,2,0,52,0,NA,NA,NA
"SAMBRADFORD",2012,15,377,3,1,9,0,NA,NA,NA
"SANTANAMOSS",2012,15,NA,NA,NA,NA,NA,5,57,0
"SCOTTCHANDLER",2012,15,NA,NA,NA,NA,NA,5,58,0
"SHAUNDRAUGHN",2012,15,NA,NA,NA,NA,NA,3,11,0
"SHONNGREENE",2012,15,NA,NA,NA,68,0,NA,NA,NA
"SIDNEYRICE",2012,15,NA,NA,NA,NA,NA,4,76,0
"STANLEYHAVILI",2012,15,NA,NA,NA,NA,NA,1,8,0
"STEFANLOGAN",2012,15,NA,NA,NA,NA,NA,2,18,0
"STEPHENBURTON",2012,15,NA,NA,NA,NA,NA,3,22,0
"STEVANRIDLEY",2012,15,NA,NA,NA,23,0,NA,NA,NA
"STEVEJOHNSON",2012,15,NA,NA,NA,NA,NA,8,115,1
"STEVENJACKSON",2012,15,NA,NA,NA,73,0,8,73,0
"STEVESMITH",2012,15,NA,NA,NA,15,0,6,57,1
"TANDONDOSS",2012,15,NA,NA,NA,NA,NA,2,28,0
"TASHARDCHOICE",2012,15,NA,NA,NA,7,0,NA,NA,NA
"TIMTEBOW",2012,15,NA,NA,NA,15,0,NA,NA,NA
"TIQUANUNDERWOOD",2012,15,NA,NA,NA,NA,NA,3,46,0
"TJGRAHAM",2012,15,NA,NA,NA,NA,NA,3,32,0
"TOBYGERHART",2012,15,NA,NA,NA,NA,NA,2,21,0
"TOMBRADY",2012,15,443,1,2,11,1,NA,NA,NA
"TONYGONZALEZ",2012,15,NA,NA,NA,NA,NA,6,49,1
"TONYMOEAKI",2012,15,NA,NA,NA,NA,NA,3,36,0
"TONYROMO",2012,15,341,2,0,NA,NA,NA,NA,NA
"TONYSCHEFFLER",2012,15,NA,NA,NA,NA,NA,3,36,0
"TORREYSMITH",2012,15,NA,NA,NA,NA,NA,1,14,0
"TRAVISBENJAMIN",2012,15,NA,NA,NA,NA,NA,1,69,1
"TRENTRICHARDSON",2012,15,NA,NA,NA,28,2,NA,NA,NA
"TYHILTON",2012,15,NA,NA,NA,NA,NA,3,78,1
"VERNONDAVIS",2012,15,NA,NA,NA,NA,NA,1,10,0
"VICKBALLARD",2012,15,NA,NA,NA,105,0,NA,NA,NA
"VICTORCRUZ",2012,15,NA,NA,NA,NA,NA,3,15,0
"VINCENTJACKSON",2012,15,NA,NA,NA,NA,NA,6,81,0
"VONTALEACH",2012,15,NA,NA,NA,NA,NA,2,11,0
"WESWELKER",2012,15,NA,NA,NA,NA,NA,5,56,0
"WILLHELLER",2012,15,NA,NA,NA,NA,NA,2,18,0
"WILLJOHNSON",2012,15,NA,NA,NA,NA,NA,2,34,0
"ZACHMILLER",2012,15,NA,NA,NA,NA,NA,3,26,1
"AARONHERNANDEZ",2012,16,NA,NA,NA,NA,NA,1,13,0
"AARONRODGERS",2012,16,342,3,0,11,1,NA,NA,NA
"ADRIANPETERSON",2012,16,NA,NA,NA,86,0,NA,NA,NA
"AHMADBRADSHAW",2012,16,NA,NA,NA,39,0,1,8,0
"AJGREEN",2012,16,NA,NA,NA,NA,NA,10,116,0
"ALFONSOSMITH",2012,16,NA,NA,NA,NA,NA,1,8,0
"ALFREDMORRIS",2012,16,NA,NA,NA,91,1,1,17,0
"ALSHONJEFFERY",2012,16,NA,NA,NA,NA,NA,1,35,0
"ANDREJOHNSON",2012,16,NA,NA,NA,NA,NA,7,97,0
"ANDREROBERTS",2012,16,NA,NA,NA,NA,NA,5,44,0
"ANDREWHAWKINS",2012,16,NA,NA,NA,NA,NA,3,30,0
"ANDREWLUCK",2012,16,205,1,0,21,0,NA,NA,NA
"ANDYDALTON",2012,16,278,0,2,NA,NA,NA,NA,NA
"ANQUANBOLDIN",2012,16,NA,NA,NA,NA,NA,7,93,0
"ANTHONYALLEN",2012,16,NA,NA,NA,7,0,1,5,0
"ANTHONYDIXON",2012,16,NA,NA,NA,8,0,NA,NA,NA
"ANTHONYFASANO",2012,16,NA,NA,NA,NA,NA,2,12,0
"ANTHONYMCCOY",2012,16,NA,NA,NA,NA,NA,1,6,1
"ANTONIOBROWN",2012,16,NA,NA,NA,NA,NA,5,97,1
"ANTONIOGATES",2012,16,NA,NA,NA,NA,NA,2,44,1
"ARIANFOSTER",2012,16,NA,NA,NA,15,0,2,14,0
"ARMANDOALLEN",2012,16,NA,NA,NA,24,0,NA,NA,NA
"ARMONBINNS",2012,16,NA,NA,NA,NA,NA,3,27,0
"BENJARVUSGREENELLIS",2012,16,NA,NA,NA,14,0,NA,NA,NA
"BENROETHLISBERGER",2012,16,220,1,2,NA,NA,NA,NA,NA
"BENTATE",2012,16,NA,NA,NA,17,0,NA,NA,NA
"BENWATSON",2012,16,NA,NA,NA,NA,NA,3,47,0
"BERNARDPIERCE",2012,16,NA,NA,NA,123,0,NA,NA,NA
"BILALPOWELL",2012,16,NA,NA,NA,NA,NA,4,37,0
"BRADSMITH",2012,16,NA,NA,NA,NA,NA,2,11,1
"BRADYQUINN",2012,16,162,0,2,11,0,NA,NA,NA
"BRANDONGIBSON",2012,16,NA,NA,NA,NA,NA,2,33,0
"BRANDONLAFELL",2012,16,NA,NA,NA,NA,NA,5,38,0
"BRANDONLLOYD",2012,16,NA,NA,NA,NA,NA,6,62,0
"BRANDONMARSHALL",2012,16,NA,NA,NA,NA,NA,6,68,1
"BRANDONMYERS",2012,16,NA,NA,NA,NA,NA,3,10,0
"BRANDONSTOKLEY",2012,16,NA,NA,NA,NA,NA,5,32,0
"BRANDONTATE",2012,16,NA,NA,NA,NA,NA,1,23,0
"BRANDONWEEDEN",2012,16,104,0,0,NA,NA,NA,NA,NA
"BRAYLONEDWARDS",2012,16,NA,NA,NA,NA,NA,3,36,0
"BRENTCELEK",2012,16,NA,NA,NA,NA,NA,3,39,0
"BRIANHARTLINE",2012,16,NA,NA,NA,NA,NA,2,12,0
"BRIANHOYER",2012,16,105,0,1,NA,NA,NA,NA,NA
"BRYCEBROWN",2012,16,NA,NA,NA,18,0,NA,NA,NA
"CALVINJOHNSON",2012,16,NA,NA,NA,NA,NA,11,225,0
"CAMNEWTON",2012,16,170,1,1,60,1,NA,NA,NA
"CECILSHORTS",2012,16,NA,NA,NA,NA,NA,6,54,0
"CHADHENNE",2012,16,348,1,3,22,0,NA,NA,NA
"CHAZSCHILENS",2012,16,NA,NA,NA,NA,NA,2,31,0
"CHRISCOOLEY",2012,16,NA,NA,NA,NA,NA,1,8,0
"CHRISGIVENS",2012,16,NA,NA,NA,NA,NA,3,38,0
"CHRISJOHNSON",2012,16,NA,NA,NA,28,0,2,13,0
"CHRISTIANPONDER",2012,16,174,1,0,48,0,NA,NA,NA
"CJSPILLER",2012,16,NA,NA,NA,138,0,4,35,0
"CLYDEGATES",2012,16,NA,NA,NA,NA,NA,3,65,0
"COLINKAEPERNICK",2012,16,244,1,1,31,0,NA,NA,NA
"COLTMCCOY",2012,16,79,1,0,17,0,NA,NA,NA
"CRAIGSTEVENS",2012,16,NA,NA,NA,NA,NA,1,7,0
"DALLASCLARK",2012,16,NA,NA,NA,NA,NA,4,33,0
"DAMARISJOHNSON",2012,16,NA,NA,NA,NA,NA,3,25,0
"DAMIANWILLIAMS",2012,16,NA,NA,NA,NA,NA,3,39,0
"DANARIOALEXANDER",2012,16,NA,NA,NA,NA,NA,3,69,1
"DANIELFELLS",2012,16,NA,NA,NA,NA,NA,1,8,0
"DANNYAMENDOLA",2012,16,NA,NA,NA,NA,NA,2,5,0
"DANNYWOODHEAD",2012,16,NA,NA,NA,7,0,2,38,1
"DARRENMCFADDEN",2012,16,NA,NA,NA,33,0,3,15,0
"DARRENSPROLES",2012,16,NA,NA,NA,48,0,7,104,0
"DARRIUSHEYWARDBEY",2012,16,NA,NA,NA,NA,NA,2,31,0
"DARYLRICHARDSON",2012,16,NA,NA,NA,9,0,NA,NA,NA
"DAVIDWILSON",2012,16,NA,NA,NA,17,1,NA,NA,NA
"DEANGELOWILLIAMS",2012,16,NA,NA,NA,19,0,2,29,0
"DEIONBRANCH",2012,16,NA,NA,NA,NA,NA,2,12,0
"DELANIEWALKER",2012,16,NA,NA,NA,NA,NA,4,54,1
"DEMARCOMURRAY",2012,16,NA,NA,NA,40,0,4,51,0
"DEMARYIUSTHOMAS",2012,16,NA,NA,NA,NA,NA,9,102,1
"DENARIUSMOORE",2012,16,NA,NA,NA,NA,NA,3,12,0
"DENNISPITTA",2012,16,NA,NA,NA,NA,NA,4,56,0
"DEREKHAGAN",2012,16,NA,NA,NA,NA,NA,1,19,0
"DEVIERPOSEY",2012,16,NA,NA,NA,NA,NA,1,6,0
"DEVONWYLIE",2012,16,NA,NA,NA,NA,NA,3,36,0
"DEXTERMCCLUSTER",2012,16,NA,NA,NA,10,0,3,30,0
"DEZBRYANT",2012,16,NA,NA,NA,NA,NA,9,224,2
"DIONLEWIS",2012,16,NA,NA,NA,17,1,NA,NA,NA
"DJWILLIAMS",2012,16,NA,NA,NA,NA,NA,3,20,0
"DOMENIKHIXON",2012,16,NA,NA,NA,NA,NA,3,36,1
"DONNIEAVERY",2012,16,NA,NA,NA,NA,NA,5,38,0
"DORINDICKERSON",2012,16,NA,NA,NA,NA,NA,4,54,0
"DOUGBALDWIN",2012,16,NA,NA,NA,NA,NA,4,53,2
"DOUGMARTIN",2012,16,NA,NA,NA,62,0,7,57,0
"DREWBREES",2012,16,446,3,0,NA,NA,NA,NA,NA
"DUJUANHARRIS",2012,16,NA,NA,NA,29,1,NA,NA,NA
"DWAYNEALLEN",2012,16,NA,NA,NA,NA,NA,3,18,0
"DWAYNEHARRIS",2012,16,NA,NA,NA,NA,NA,1,16,1
"EARLBENNETT",2012,16,NA,NA,NA,NA,NA,1,16,0
"EDDICKSON",2012,16,NA,NA,NA,NA,NA,1,9,0
"EDDIEROYAL",2012,16,NA,NA,NA,NA,NA,3,39,0
"ELIMANNING",2012,16,150,1,0,8,0,NA,NA,NA
"EMMANUELSANDERS",2012,16,NA,NA,NA,NA,NA,1,13,0
"ERICDECKER",2012,16,NA,NA,NA,NA,NA,6,65,2
"ERIKLORIG",2012,16,NA,NA,NA,NA,NA,2,8,0
"EVANROYSTER",2012,16,NA,NA,NA,14,0,NA,NA,NA
"FRANKGORE",2012,16,NA,NA,NA,28,0,NA,NA,NA
"GARRETTCELEK",2012,16,NA,NA,NA,NA,NA,2,41,0
"GARRETTGRAHAM",2012,16,NA,NA,NA,NA,NA,2,14,0
"GOLDENTATE",2012,16,NA,NA,NA,NA,NA,2,27,0
"GREGJENNINGS",2012,16,NA,NA,NA,NA,NA,7,45,1
"GREGJONES",2012,16,NA,NA,NA,NA,NA,1,6,0
"GREGLITTLE",2012,16,NA,NA,NA,NA,NA,6,58,1
"GREGMCELROY",2012,16,185,0,1,25,0,NA,NA,NA
"GREGOLSEN",2012,16,NA,NA,NA,NA,NA,6,53,0
"HARRYDOUGLAS",2012,16,NA,NA,NA,NA,NA,2,6,0
"HAYDENSMITH",2012,16,NA,NA,NA,NA,NA,1,16,0
"HEATHMILLER",2012,16,NA,NA,NA,NA,NA,3,45,0
"HENRYHYNOSKI",2012,16,NA,NA,NA,NA,NA,1,8,0
"ISAACREDMAN",2012,16,NA,NA,NA,4,0,2,32,0
"ISAIAHSTANBACK",2012,16,NA,NA,NA,NA,NA,1,6,0
"JACKIEBATTLE",2012,16,NA,NA,NA,49,0,1,5,0
"JACOBHESTER",2012,16,NA,NA,NA,6,1,NA,NA,NA
"JACOBTAMME",2012,16,NA,NA,NA,NA,NA,2,69,0
"JACOBYJONES",2012,16,NA,NA,NA,NA,NA,1,7,0
"JACQUIZZRODGERS",2012,16,NA,NA,NA,14,0,1,11,0
"JAKELOCKER",2012,16,140,1,2,32,0,NA,NA,NA
"JAMAALCHARLES",2012,16,NA,NA,NA,226,1,NA,NA,NA
"JAMARNEWSOME",2012,16,NA,NA,NA,NA,NA,1,28,0
"JAMESCASEY",2012,16,NA,NA,NA,NA,NA,1,6,0
"JAMESHANNA",2012,16,NA,NA,NA,NA,NA,1,8,0
"JAMESJONES",2012,16,NA,NA,NA,NA,NA,7,100,1
"JAMIEHARPER",2012,16,NA,NA,NA,19,0,NA,NA,NA
"JARIUSWRIGHT",2012,16,NA,NA,NA,8,0,5,53,0
