"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo"
"EVANROYSTER","Evan Royster","RB",4.47972469796649,2.74325028620438,1,"WAS",558,NA,169,NA,7.85,NA,NA,NA,5.8925,8.2,NA,NA,NA,0.7,7.5,NA,NA,NA,NA,4.30607142857143,4.47972469796649,-113.448089503104,NA,3.10684707541263,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOHNCONNER","John Conner","RB",4.47932899847185,2.25687835879219,1,"NYG",559,NA,170,4.27,NA,NA,NA,NA,NA,NA,NA,5.45,NA,4.2,4.25,NA,NA,NA,NA,3.586,4.47932899847185,-113.448485202599,NA,0.605715829962093,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHRISHARPER","Chris Harper","WR",4.40373338754567,2.9321044037312,1,"GB",560,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,3.875,1.25,NA,NA,NA,NA,2.875,4.40373338754567,-138.995488302065,NA,4.07801524437236,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DAMIENWILLIAMS","Damien Williams","RB",4.4,4.45354809987705,1,"MIA",561,NA,171,NA,NA,NA,NA,NA,NA,0.3,NA,NA,25.5,6.2,0.5,NA,NA,NA,NA,8.125,4.4,-113.52781420107,NA,11.9019256145102,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAYPROSCH","Jay Prosch","RB",4.35,2.77288039590095,1,"HOU",562,NA,172,NA,8.425,2.425,NA,NA,5.425,NA,NA,NA,1.125,NA,NA,NA,NA,NA,NA,4.35,4.35,-113.57781420107,NA,3.25921769754645,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"GREGJONES","Greg Jones","RB",4.295,NA,1,NA,563,NA,173,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.295,4.295,-113.63281420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TERRELLEPRYOR","Terrelle Pryor","QB",4.21512204516597,4.76082260883044,1,"SEA",564,NA,62,1.99,NA,NA,NA,NA,18.98,0.44,NA,NA,4.1,1.38,NA,NA,33.74,NA,NA,7.56975,4.21512204516597,-240.867192071358,NA,13.4820617859436,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JALENPARMELE","Jalen Parmele","RB",4.10625,3.2734118542371,1,"ARI",565,NA,174,-0.24,10.95,NA,NA,NA,8.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.710625,4.10625,-113.82156420107,NA,5.83316327133057,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"NILESPAUL","Niles Paul","TE",4.0625,2.6835616107806,1,"WAS",566,NA,107,-0.24,NA,NA,NA,NA,7.125,5.875,NA,3.875,NA,3.75,1,NA,NA,NA,NA,3.00928571428571,4.0625,-114.29242427643,NA,2.79990252806534,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANDREWSZCZERBA","Andrew Szczerba","TE",4.0375,NA,1,"ATL",567,NA,108,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0375,4.0375,-114.31742427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MICKEYSHULER","Mickey Shuler","TE",3.84375,2.4600365952043,1,NA,568,NA,109,NA,NA,NA,NA,NA,6.125,NA,NA,NA,NA,4,7.25,NA,NA,NA,NA,5.79166666666667,3.84375,-114.51117427643,NA,1.6504418600282,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANDYTANNER","Andy Tanner","WR",3.5625,NA,1,"NO",569,NA,224,NA,NA,NA,NA,NA,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5625,3.5625,-139.83672168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BROCKOSWEILER","Brock Osweiler","QB",3.4272724506336,2.46068726095145,1,"DEN",570,NA,63,2.57,NA,NA,NA,NA,2.93,6.52,3.56,6.16,2.8,3.24,NA,NA,NA,NA,NA,3.08666666666667,3.4272724506336,-241.65504166589,NA,1.65378785994888,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"NICKKASA","Nick Kasa","TE",3.42721984213044,3.35079830590872,1,"OAK",571,NA,110,NA,NA,NA,NA,NA,14.625,NA,NA,NA,2.5,3.5,1,NA,NA,NA,NA,3.60416666666667,3.42721984213044,-114.9277044343,NA,6.23111730885133,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RUSSELLSHEPARD","Russell Shepard","WR",3.375,NA,1,"TB",572,NA,225,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.375,3.375,-140.02422168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRANDONBARDEN","Brandon Barden","TE",3.36875,2.59436980162673,1,"JAX",573,NA,111,NA,NA,NA,NA,NA,3.85,NA,NA,NA,6.25,2.75,0.625,NA,NA,NA,NA,3.36875,3.36875,-114.98617427643,NA,2.34124032299121,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"SPENCERWARE","Spencer Ware","RB",3.29746451159169,2.45171922694142,1,"SEA",574,NA,175,NA,NA,1,NA,NA,0.75,3.5,NA,NA,3.825,2.35,4.75,NA,NA,NA,NA,2.69583333333333,3.29746451159169,-114.630349689479,NA,1.60767041605755,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TYLERCLUTTS","Tyler Clutts","RB",3.25094743242676,3.27537847629974,1,"DAL",575,NA,176,-0.0949999999999999,13.675,1.25,NA,NA,7.4625,NA,NA,NA,NA,NA,1.025,NA,NA,NA,NA,3.23464285714286,3.25094743242676,-114.676866768644,NA,5.84327647814135,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIKEMCNEILL","Mike McNeill","TE",3.16680983103707,2.56694092666637,1,"CAR",576,NA,112,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,3.375,0.625,NA,NA,NA,NA,2.24375,3.16680983103707,-115.188114445393,NA,2.20018938578781,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"GARRETTCELEK","Garrett Celek","TE",3.12500726205277,2.73115595747271,1,"SF",577,NA,113,0.63,NA,NA,NA,NA,7.3125,0.375,NA,5.5,NA,2.625,NA,NA,NA,NA,NA,2.30321428571429,3.12500726205277,-115.229917014378,NA,3.04465289483054,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"WILLIESNEAD","Willie Snead","WR",3.125,NA,1,"CLE",578,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,NA,NA,NA,NA,NA,NA,3.125,3.125,-140.27422168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KEVINBROCK","Kevin Brock","TE",3.03776983529065,2.82363450548481,1,"CIN",579,NA,114,NA,NA,NA,NA,NA,6.9375,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,2.171875,3.03776983529065,-115.31715444114,NA,3.52021690856307,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DARRENFELLS","Darren Fells","TE",2.84375,2.74926675995579,1,"ARI",580,NA,115,NA,NA,NA,NA,NA,5.0625,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,2.84375,2.84375,-115.51117427643,NA,3.1377863415153,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RYANNASSIB","Ryan Nassib","QB",2.78370017131392,2.89293634740387,1,"NYG",581,NA,64,NA,NA,NA,NA,NA,NA,-3.32,NA,6.02,2.8,1.54,NA,NA,NA,NA,NA,1.00571428571429,2.78370017131392,-242.29861394521,NA,3.87659644533707,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RICHARDGORDON","Richard Gordon","TE",2.7625,6.26457018877039,1,"KC",582,NA,116,32.915,NA,NA,NA,NA,2.9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8925,2.7625,-115.59242427643,NA,21.2149712025494,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BENHARTSOCK","Ben Hartsock","TE",2.735,NA,1,NA,583,NA,117,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.735,2.735,-115.61992427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MARVINMCNUTT","Marvin McNutt","WR",2.6875,2.45706962378403,1,"CAR",584,NA,227,NA,NA,NA,NA,NA,7.6875,NA,NA,NA,NA,5.375,NA,NA,NA,NA,NA,3.265625,2.6875,-140.71172168961,NA,1.63518443149389,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIGUELMAYSONET","Miguel Maysonet","RB",2.61576952699364,2.51999904507702,1,"PIT",585,NA,177,NA,NA,4.3,NA,NA,3.225,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,2.00625,2.61576952699364,-115.312044674077,NA,1.95879427199489,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KEVINCONE","Kevin Cone","WR",2.5,2.22503072152999,1,"MIA",586,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,2.5,NA,NA,NA,NA,1.875,2.5,-140.89922168961,NA,0.441941738241592,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DANORLOVSKY","Dan Orlovsky","QB",2.39999876309739,2.38478755929488,1,"DET",587,NA,65,1.97,NA,NA,NA,NA,NA,0.04,NA,2.84,2.4,3.32,NA,NA,NA,NA,NA,1.51,2.39999876309739,-242.682315353426,NA,1.26347932313908,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LERONMCCLAIN","LeRon McClain","RB",2.39,NA,1,NA,588,NA,178,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,2.39,-115.53781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTHASSELBECK","Matt Hasselbeck","QB",2.31754811755369,2.70852599552468,1,"IND",589,NA,66,1.65,NA,NA,NA,NA,2.06,3.92,1.8,9.7,1.6,2.46,NA,NA,NA,NA,NA,2.88,2.31754811755369,-242.76476599897,NA,2.92828000872932,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JOSEPHANDERSON","Joseph Anderson","WR",2.205,NA,1,"CHI",590,NA,229,2.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.205,2.205,-141.19422168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MICHAELPALMER","Michael Palmer","TE",2.20367398332183,2.52807523887923,1,"PIT",591,NA,118,NA,NA,NA,NA,NA,4.4375,NA,NA,NA,NA,0.75,1.25,NA,NA,NA,NA,1.2875,2.20367398332183,-116.151250293109,NA,2.00032549434669,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"PATRICKEDWARDS","Patrick Edwards","WR",2.14,2.876114693188,1,NA,592,NA,230,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2.14,2.14,-141.25922168961,NA,3.79009234715989,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RICHARDQUINN","Richard Quinn","TE",2.125,NA,1,"NO",593,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,NA,NA,NA,NA,NA,2.125,2.125,-116.22992427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LONNIEPRYOR","Lonnie Pryor","RB",2.085,2.40324706081479,1,"TB",594,NA,179,NA,NA,3.525,NA,NA,2.655,NA,NA,NA,NA,0.475,1.325,NA,NA,NA,NA,1.995,2.085,-115.84281420107,NA,1.35840592853045,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"COREYFULLER","Corey Fuller","WR",2.01875,NA,1,"DET",595,NA,231,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01875,2.01875,-141.38047168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KASSIMOSGOOD","Kassim Osgood","WR",2.01875,NA,1,"SF",595,NA,231,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01875,2.01875,-141.38047168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ACLEONARD","A.C. Leonard","TE",1.9375,NA,1,"MIN",597,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.875,NA,NA,NA,NA,NA,1.9375,1.9375,-116.41742427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MATTHAZEL","Matt Hazel","WR",1.875,NA,1,"MIA",598,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,1.875,1.875,-141.52422168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"WESTONDRESSLER","Weston Dressler","WR",1.875,4.57979587773769,1,"KC",598,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.625,1.875,NA,NA,NA,NA,7.16666666666667,1.875,-141.52422168961,NA,12.5511453660612,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAMESWILDER","James Wilder Jr","RB",1.85,2.35222241609887,1,"CIN",600,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,1.075,NA,NA,NA,NA,NA,1.85,1.85,-116.07781420107,NA,1.09601551083915,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MATTHEWMULLIGAN","Matthew Mulligan","TE",1.83062906027434,2.48504693593916,1,"CHI",601,NA,121,NA,NA,NA,NA,NA,5.0625,1.5,NA,NA,NA,1.875,1.25,NA,NA,NA,NA,1.61458333333333,1.83062906027434,-116.524295216156,NA,1.77905566593629,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ERICPAGE","Eric Page","WR",1.82421548941728,3.25782097743031,1,"TB",602,NA,235,5.825,NA,NA,NA,NA,3.975,-1.75,NA,15.65,0.5,7.1,1.25,NA,NA,NA,NA,0.605714285714286,1.82421548941728,-141.575006200193,NA,5.75298835389052,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TJYATES","T.J. Yates","QB",1.79000221690561,2.70095013633998,1,"ATL",603,NA,67,0.83,NA,NA,NA,NA,NA,-4.64,1.08,3,1.2,NA,NA,NA,NA,NA,NA,0.105,1.79000221690561,-243.292311899618,NA,2.88932171971209,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TYLERTHIGPEN","Tyler Thigpen","QB",1.715,NA,1,"BUF",604,NA,68,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715,1.715,-243.367314116524,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LUKEMCCOWN","Luke McCown","QB",1.67516397850648,2.43684353774626,1,"NO",605,NA,69,1.39,NA,NA,NA,NA,NA,NA,NA,4.52,1.2,2.04,NA,NA,NA,NA,NA,1.30714285714286,1.67516397850648,-243.407150138017,NA,1.53117329739865,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"EMILIGWENAGU","Emil Igwenagu","TE",1.55,NA,1,"PHI",606,NA,122,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.55,-116.80492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MICHAELHILL","Michael Hill","RB",1.5,2.5378535379021,1,"GB",607,NA,181,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,4.4,NA,NA,NA,NA,NA,1.96666666666667,1.5,-116.42781420107,NA,2.05060966544099,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TEDBOLSER","Ted Bolser","TE",1.5,NA,1,"WAS",607,NA,123,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,-116.85492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DCJEFFERSON","D.C. Jefferson","TE",1.25,NA,1,NA,609,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,1.25,1.25,-117.10492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOSHBELLAMY","Josh Bellamy","WR",1.25,NA,1,"CHI",609,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,1.25,1.25,-142.14922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JUSTICECUNNINGHAM","Justice Cunningham","TE",1.25,2.19065458786272,1,"STL",609,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.625,1.25,NA,NA,NA,NA,0.958333333333333,1.25,-117.10492427643,NA,0.265165042944955,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"SKYEDAWSON","Skye Dawson","WR",1.25,2.58598012503628,1,"TB",609,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.25,NA,NA,NA,NA,1.91666666666667,1.25,-142.14922168961,NA,2.29809703885628,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ROBBLANCHFLOWER","Rob Blanchflower","TE",1.1875,2.15627845419545,1,"PIT",613,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.125,NA,NA,NA,NA,NA,1.1875,1.1875,-117.16742427643,NA,0.0883883476483184,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CIERREWOOD","Cierre Wood","RB",1.10000488594203,2.31037416630674,1,"BAL",614,NA,182,NA,NA,NA,NA,NA,NA,0.4,NA,1.1,NA,1.1,2.5,NA,NA,NA,NA,0.728571428571429,1.10000488594203,-116.827809315128,NA,0.880814017448254,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JERONMASTRUD","Jeron Mastrud","TE",1.06412153715837,2.20233001696217,1,"CHI",615,NA,127,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,0.875,NA,NA,NA,NA,0.8575,1.06412153715837,-117.290802739272,NA,0.325205063511215,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ROBERTHUGHES","Robert Hughes","RB",0.9525,2.83451957145061,1,NA,616,NA,183,NA,NA,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,2.798125,0.9525,-116.97531420107,NA,3.57619254585096,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAMARNEWSOME","Jamar Newsome","WR",0.9375,2.9125533948753,1,"KC",617,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,1.875,NA,NA,NA,NA,2.34375,0.9375,-142.46172168961,NA,3.97747564417433,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAMESWRIGHT","James Wright","WR",0.9375,NA,1,"CIN",617,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,0.9375,0.9375,-142.46172168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RYANMALLETT","Ryan Mallett","QB",0.90797237795453,2.56409893893552,1,"NE",619,NA,70,0.32,NA,NA,NA,NA,0.47,0.28,0.68,NA,1.2,5.88,NA,NA,NA,NA,NA,1.10375,0.90797237795453,-244.174341738569,NA,2.18557467652484,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"REXBURKHEAD","Rex Burkhead","RB",0.869506025412299,2.39800148249328,1,"CIN",620,NA,184,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,1.05,2.75,NA,NA,NA,NA,0.98125,0.869506025412299,-117.058308175658,NA,1.33143093449617,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHASEREYNOLDS","Chase Reynolds","RB",0.625,2.17346652102909,1,"STL",621,NA,185,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.625,0.625,-117.30281420107,NA,0.176776695296637,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARCELJENSEN","Marcel Jensen","TE",0.625,NA,1,"JAX",621,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,0.625,0.625,-117.72992427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ZACHLINE","Zach Line","RB",0.625,2.34534718936542,1,"MIN",621,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.75,NA,NA,NA,NA,NA,1,0.625,-117.30281420107,NA,1.06066017177982,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TAURENPOOLE","Tauren Poole","RB",0.575,NA,1,"PIT",624,NA,187,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,0.575,-117.35281420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TAYLORYATES","Taylor Yates","QB",0.54,NA,1,"ATL",625,NA,71,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.54,-244.542314116524,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHRISGRONKOWSKI","Chris Gronkowski","RB",0.435,NA,1,"SD",626,NA,188,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.435,-117.49281420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"SCOTTTOLZIEN","Scott Tolzien","QB",0.41,2.37972332303268,1,"GB",627,NA,72,2.57,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8475,0.41,-244.672314116524,NA,1.23743686707646,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JONVAUGHN","Jon Vaughn","RB",0.4,NA,1,NA,628,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,0.4,0.4,-117.52781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIKEGOODSON","Mike Goodson","RB",0.4,6.49798413637112,1,NA,628,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,32.5,NA,NA,8.325,0.4,-117.52781420107,NA,22.4152849636136,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ERIKSWOOPE","Erik Swoope","TE",0.375,NA,1,"IND",630,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,0.375,0.375,-117.97992427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MONTELLOWENS","Montell Owens","RB",0.3375,2.26971969529743,1,"DET",631,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675,1.625,NA,NA,NA,NA,0.575,0.3375,-117.59031420107,NA,0.67175144212722,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAKEBALLARD","Jake Ballard","TE",0.3125,5.1366892431474,1,"ARI",632,NA,130,NA,NA,NA,NA,NA,22.425,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,5.7625,0.3125,-118.04242427643,NA,15.4149278298667,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"MICHAELWILLIAMS","Michael Williams","TE",0.3125,NA,1,"DET",632,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,0.3125,0.3125,-118.04242427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"NATHANOVERBAY","Nathan Overbay","TE",0.3125,NA,1,"DET",632,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,0.3125,0.3125,-118.04242427643,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JAMIZEOLAWALE","Jamize Olawale","RB",0.3,2.71660943297189,1,"OAK",635,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.3,NA,NA,NA,NA,NA,1.6,0.3,-117.62781420107,NA,2.9698484809835,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KIEROSMALL","Kiero Small","RB",0.3,2.19409220122945,1,"SEA",635,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,NA,NA,NA,0.3,0.3,-117.62781420107,NA,0.282842712474619,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"STEPHENHOUSTON","Stephen Houston","RB",0.3,NA,1,"PIT",635,NA,192,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,-117.62781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARCMARIANI","Marc Mariani","WR",0.295129743121666,2.59748466881208,1,"TEN",638,NA,240,NA,NA,NA,NA,NA,3.475,-2.125,NA,NA,NA,0.875,1.875,NA,NA,NA,NA,-0.0800000000000001,0.295129743121666,-143.104091946489,NA,2.35725829443162,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARCUSEASLEY","Marcus Easley","WR",0.25,2.24221878836362,1,"BUF",639,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,0.4375,0.25,-143.14922168961,NA,0.530330085889911,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOEBANYARD","Joe Banyard","RB",0.2375,2.22846833489671,1,"MIN",640,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,1.125,NA,NA,NA,NA,0.4,0.2375,-117.69031420107,NA,0.459619407771256,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KEILANDWILLIAMS","Keiland Williams","RB",0.2175,NA,1,NA,641,NA,196,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2175,0.2175,-117.71031420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MATTHEWTUCKER","Matthew Tucker","RB",0.2,2.29034537549779,1,"PHI",642,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.5,NA,NA,NA,NA,0.475,0.2,-117.72781420107,NA,0.777817459305202,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALFONSOSMITH","Alfonso Smith","RB",0.1625,3.53819902761954,1,"SF",643,NA,198,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,3.68125,0.1625,-117.76531420107,NA,7.19481149857312,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
