"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","inflatedCost"
"MICHAELFLOYD","Michael Floyd","WR","ARI",64,54.238096190381,19,174.712390725653,163.825,184.25,176.75,164.5,NA,179.025,188.95,189.125,171.375,180.75,172.125,167.25,180.125,179.25,NA,169.025,175.884312770563,174.712390725653,31.3131690360429,8.4565,8.36475324445732,3.68673709784652,8.9,23,15.95,23,49.6,8.2,72.1,13,58,51.5,6.2,15.95,18
"MICHAELCRABTREE","Michael Crabtree","WR","SF",65,50.6603439656034,20,173.304118405745,140.29,201.75,196.625,167.575,NA,187.9875,189.35,179,153.25,161.625,168.375,179.5,150,199,NA,149.855,173.443371212121,173.304118405745,29.9048967161341,10.9978,20.2588443080837,5.13194366656346,9.5,22,15.75,22,47.9,10.6,56.2,16,46,48,5.7,15.75,18
"RYANMATHEWS","Ryan Mathews","RB","SD",66,40.3580591940806,18,171.694393690724,157.255,182.575,170.225,170.5,NA,170.975,165.5,164.175,171,179.5,175.575,189.625,205.2,185.075,NA,163.45,172.777619047619,171.694393690724,53.7665794896536,6.4239,12.5156472834239,3.87677900404928,23.4,33,28.2,33,39.7,16.4,45.6,22,39,44.8,6.2,28.2,32
"JULIUSTHOMAS","Julius Thomas","TE","DEN",67,35.496495350465,2,171.645648126651,188.145,179.875,182.375,187.375,187.375,181.125,190.375,177.875,165,178.5,152.25,160.25,119.75,168.5,NA,148.25,170.948291666667,171.645648126651,53.2907238502209,6.9652,19.4073593797621,4.61391150706588,28.3,28,28.15,28.3,33.4,25.8,28.2,29,29,29.3,5.1,28.15,29
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",68,142.537477477477,28,171.205262747707,NA,241.92,157.16,166.34,NA,175.362,130.5,166.3,177.7,164.3,223.7,198,245.6,137.28,NA,170.56,176.124831501832,171.205262747707,-73.8770513688164,14.8739,36.3868892886238,7.13791521157504,1.7,1,1.35,1.7,129.3,3.3,126.2,0,159,NA,NA,1.35,2
"RASHADJENNINGS","Rashad Jennings","RB","NYG",69,41.8314318568143,19,169.902363347203,171.49,170.95,155.45,165.25,NA,166.765,163.875,196.15,169.375,172.875,176.1,162.25,163.05,192.85,NA,168.15,168.926476190476,169.902363347203,51.9745491461328,10.6565,11.210514197459,4.20391002933567,13.7,29,21.35,29,58.1,11.1,61.7,16,49,36.6,5,21.35,22
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",70,32.4367913208679,3,168.902637127057,170.12,185.25,187.875,163,163,172.5625,228.35,140.125,193.75,170,149.125,178.75,123.5,169.125,NA,192.9,172.163239583333,168.902637127057,50.5477128506269,10.5152,24.8197797021707,5.52925219919311,15.2,23,19.1,23,43.4,21.6,34.7,26,31,28.5,5.4,19.1,20
"CJSPILLER","C.J. Spiller","RB","BUF",71,38.8365663433657,20,168.095830450811,142.195,184.45,154.175,175.6,NA,169.9525,190.45,158.35,173.325,183.75,173.225,168.25,176.725,185.625,NA,168.225,168.667666666667,168.095830450811,50.1680162497408,10.0565,13.2478368400631,4.3399953527131,24.7,30,27.35,30,40.1,16.2,45.9,21,38,36.7,5.4,27.35,28
"PERCYHARVIN","Percy Harvin","WR","SEA",72,56.8292670732927,21,167.887615482865,-0.03,156.5,131.75,152.6,NA,165.95,155.875,195.875,163.75,158.375,163.3,195,159.2,179.575,NA,153.425,159.385027056277,167.887615482865,24.4883937932548,10.3152,46.9429809803785,7.68692366096427,13.3,23,18.15,23,43.9,12,52.8,16,52,53.7,6.9,18.15,19
"DESEANJACKSON","DeSean Jackson","WR","WAS",73,53.8346365363464,22,166.950004093462,155.86,159.75,164.625,173.475,NA,165.4875,177.475,155.7,165.925,182.25,161.825,173.25,137.625,180.325,NA,166.28,167.072819264069,166.950004093462,23.5507824038517,8.4739,11.7044824890526,4.01758409904265,9.2,22,15.6,22,46.9,15.6,46.2,18,50,53.4,6.1,15.6,16
"TORREYSMITH","Torrey Smith","WR","BAL",74,59.7400909909009,23,166.821151560461,146.505,162.125,166.625,169.2,NA,167.9,198,175.225,154.25,153.5,164.575,175.75,172.25,179.375,NA,162.725,167.492483766234,166.821151560461,23.421929870851,10.5891,12.7017148243071,4.34354148555837,4.5,18,11.25,18,58.3,8.9,64.3,13,66,62.5,6.6,11.25,12
"JOIQUEBELL","Joique Bell","RB","DET",75,55.138396160384,21,166.724745977875,154.035,190.7,162.075,175.325,NA,170.0125,161.55,178.575,175.5,178.25,168.9,152.75,195.025,181.875,NA,151.6,167.854702380952,166.724745977875,48.7969317768047,10.4478,13.5977794590021,4.4165939717502,4.6,23,13.8,23,89.2,8.1,71,15,69,55.8,7.1,13.8,14
"WESWELKER","Wes Welker","WR","DEN",76,48.1091890810919,24,165.806764498343,188.56,180.125,165.75,160.75,NA,168.4875,185.375,168.875,148.25,141.375,163.875,148,140.125,193.5,NA,160.4,166.227261904762,165.806764498343,22.4075428087325,9.7152,17.1533323951824,4.68795368722175,18.6,23,20.8,23,39.1,13.6,47.5,19,42,42.2,6.1,20.8,22
"FRANKGORE","Frank Gore","RB","SF",77,45.5275322467753,22,164.932923277133,134.95,173.425,151.15,176.55,NA,167.6375,198.7,179.275,155.675,159.25,155,162,140.35,181.5,NA,163.975,161.857202380952,164.932923277133,47.005109076063,6.5239,16.9787250976313,4.32717221149963,6.7,22,14.35,22,68.7,16.3,40.4,21,48,42.1,5.9,14.35,15
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",78,181.7,29,164.17172488851,207.9,175.84,82.52,153.6,NA,137.028,155.02,159,188.04,188,139.78,147.9,221.46,151.32,NA,176.7,163.557533333333,164.17172488851,-80.9105892280138,16.3,34.2626032728537,7.08220340176944,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"CHRISJOHNSON","Chris Johnson","RB","NYJ",79,62.2785071492851,23,161.903391518194,154.14,168.775,150.875,169.45,NA,163.535,183.9,183.75,160.3,158.25,155.025,191.125,184.375,174.15,NA,146.95,161.688642857143,161.903391518194,43.975577317124,11.9391,14.1733770511112,4.63384863427463,3.1,12,7.55,12,88.8,10.7,61.2,15,62,59.3,8.1,7.55,8
"BISHOPSANKEY","Bishop Sankey","RB","TEN",80,54.8343415658434,24,160.703099537935,NA,197.6,168.125,134.375,NA,172.4425,195.25,188.25,141.875,153.625,165.2,171.75,166.325,175.15,NA,132.6,163.538246336996,160.703099537935,42.7752853368641,13.7565,21.1384112413325,5.51559121899657,9.6,23,16.3,23,74.7,8.3,80.3,12,54,49.4,6.7,16.3,17
"MIKEWALLACE","Mike Wallace","WR","MIA",81,71.7073142685731,25,160.151740338021,137.555,157.5,159.375,156.35,NA,160.8875,156.675,164.225,157.25,162.75,165.525,168.25,148.5,180.175,NA,174.585,160.354983766234,160.151740338021,16.7525186484106,9.3152,10.4239544581377,3.98202425917901,2.1,14,8.05,14,81.9,4.7,89.7,10,76,75.3,7,8.05,9
"TYHILTON","T.Y. Hilton","WR","IND",82,62.2908659134087,26,159.537293405894,52.885,148.625,149.625,168.475,NA,159.575,146.875,176.175,156.275,147,154.35,165.75,160.875,173.575,NA,162.835,154.909675324675,159.537293405894,16.1380717162831,10.6239,29.9717297224392,6.0484381141653,5.3,16,10.65,16,56.7,8.2,69.9,12,63,57.2,6.5,10.65,11
"MARQUESCOLSTON","Marques Colston","WR","NO",83,72.0369663033697,27,159.447813559119,195.09,152.625,156.75,149.375,NA,157.1625,157.375,175.375,139.125,151,157.875,162.625,167.375,167.875,NA,163.6,161.117202380952,159.447813559119,16.048591869509,12.1478,13.3172098192341,4.57198259262603,2.4,12,7.2,12,79.7,6.3,80.1,11,75,72.8,7.7,7.2,8
"RAYRICE","Ray Rice","RB","BAL",84,58.7229877012299,25,159.01248098133,148.91,176.975,159.175,173.35,NA,169.37,150.75,180.225,139.3,143,146.425,149.75,169.15,168.725,NA,152.2,157.305023809524,159.01248098133,41.0846667802591,13.8978,13.5546230556707,4.78377723790575,3.8,10,6.9,10,100,11.6,59.2,14,67,49.2,6.8,6.9,7
"SHANEVEREEN","Shane Vereen","RB","NE",85,53.8935156484352,26,155.954594651863,194.305,195.15,172.75,165.475,NA,172.59,121.375,151.625,132.075,150,152.825,169.875,172.325,150.5,NA,151,159.033202380952,155.954594651863,38.0267804507927,9.3565,20.8793722933099,5.01636176254125,4.5,22,13.25,22,90.6,7.7,77,11,65,52.2,7.7,13.25,14
"KENDALLWRIGHT","Kendall Wright","WR","TEN",86,80.0716678332167,28,155.817636590113,148.395,162.625,153,156.175,NA,156.5875,146.2,158.125,152.875,146.5,157.75,161,155.5,177.5,NA,165.065,156.47178030303,155.817636590113,12.4184149005023,8.0739,8.18901776679536,3.62823508251272,2.1,12,7.05,12,84.2,4.5,91.7,11,84,86.4,8.5,7.05,8
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",87,76.3701529847015,29,154.344727689451,153.33,167.75,176.25,153.275,NA,162.15,148.8,141.625,146.125,159.25,142.7,168.25,106.375,168.625,NA,155.52,154.302386363636,154.344727689451,10.9455059998407,11.5065,17.1729323699046,4.88273949667917,1.7,7,4.35,7,103.8,6.1,84.6,11,78,67.9,7.3,4.35,5
"JULIANEDELMAN","Julian Edelman","WR","NE",88,75.8074142585741,30,153.722343320269,145.965,167,152.375,162.275,NA,158.9375,146.225,154.25,140,141.5,146.3,148.75,142,168.95,NA,167.97,156.106255411255,153.722343320269,10.3231216306583,12.0065,10.2967983344792,4.25925004396666,3.1,13,8.05,13,74.3,7.9,70.5,12,71,67.4,8.6,8.05,9
"BENTATE","Ben Tate","RB","CLE",89,60.4774222577742,27,151.642932997023,97.285,167.025,140.25,183.475,NA,154.2025,186.875,147.625,146.625,152,153.9,142.875,175.225,169.725,NA,129.575,149.621357142857,151.642932997023,33.7151187959528,11.4652,23.2640736184691,5.47828934053851,2.5,12,7.25,12,102.6,19.6,40.2,23,64,59.3,8.2,7.25,8
"TRENTRICHARDSON","Trent Richardson","RB","IND",90,62.7409259074093,28,150.343208627425,128.595,177.925,146.475,181.45,NA,164.94,177.85,174.65,149.425,155.5,145.05,132.25,111.475,166,NA,148.175,152.089154761905,150.343208627425,32.4153944263542,13.2152,20.9477709874024,5.43853505895201,2.4,14,8.2,14,95.2,12,54.1,15,70,60.2,8,8.2,9
"MATTSCHAUB","Matt Schaub","QB","OAK",91,192.6,30,149.394634365702,170.69,172.12,124.42,115.1,NA,145.622,189.66,183.2,145.08,142.3,120.86,168,217.76,161.98,NA,88.09,150.054930952381,149.394634365702,-95.6876797508216,15.5,34.1541485302178,6.98539057946273,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"ERICDECKER","Eric Decker","WR","NYJ",92,84.7456054394561,31,149.077886792122,95.68,146.125,154,154.375,NA,147.8375,193.7,140.625,152.5,141.125,153.575,155.75,137.375,171.625,NA,160.85,149.107472943723,149.077886792122,5.67866510251201,10.2478,21.2617374476448,5.14998516057784,2.1,12,7.05,12,93.5,4.7,91.3,10,94,91.3,9.7,7.05,8
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",93,69.3367613238676,32,149.056134036093,135.41,156.25,159.375,151.375,NA,158.7625,190,172,120.65,130.5,155.65,150.125,127,164.25,NA,134.55,149.682288961039,149.056134036093,5.65691234648273,11.6065,19.1037341484188,5.08369566713822,3.3,16,9.65,16,66.1,7.8,73.5,11,72,63.6,7.4,9.65,10
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",94,83.2979052094791,33,148.049039722719,121.86,162.875,151.625,153.9,NA,147.975,139.875,129.375,137.075,152.75,153.35,151.375,156.75,162.625,NA,157.06,149.046168831169,148.049039722719,4.64981803310897,11.3978,12.1430595425924,4.37557856352808,2.3,16,9.15,16,77.2,3.7,97.2,8,90,84.3,8.1,9.15,10
"GOLDENTATE","Golden Tate","WR","DET",95,84.6138686131387,34,147.115940652897,159.435,172.25,159.625,165.125,NA,158.5125,137.4,128.125,132.25,143,151.4,129.375,135.125,163.125,NA,145.72,148.392613636364,147.115940652897,3.71671896328675,14.0304,14.6530062701864,4.90624738519444,2,10,6,10,96.4,5.8,82,9,82,78.4,9.1,6,7
"REGGIEWAYNE","Reggie Wayne","WR","IND",96,87.8128587141286,35,146.871514301461,159.41,140.625,143.5,162.5,NA,144.0875,173,131.75,138.75,137.75,141.25,161,126.875,167.5,NA,132.935,149.134875541126,146.871514301461,3.47229261185021,11.3478,14.5954602458123,4.61176452686,1.7,9,5.35,9,98.9,6.5,79,11,88,82.5,8.7,5.35,6
"JORDANCAMERON","Jordan Cameron","TE","CLE",97,59.9426057394261,4,146.768620626958,145.85,129.5,156.5,151.875,151.875,143.9,144.125,141.625,151.5,159.5,147.75,161.625,131.125,151,NA,144.275,146.730729166667,146.768620626958,28.4136963505274,12.5065,9.08383310114865,4.19360026831346,7.5,18,12.75,18,53.1,6.1,72.4,9,59,57.9,7.9,12.75,13
"SAMMYWATKINS","Sammy Watkins","WR","BUF",98,88.5285371462854,36,145.070459204255,NA,138.875,149.625,151.825,NA,143.525,162.525,132.75,141.625,137.5,143.875,136.25,134,163.475,NA,138.775,143.59868048618,145.070459204255,1.67123751464439,13.6304,10.0129731553748,4.40612489698174,1.8,7,4.4,7,104.5,7,83.5,9,93,79.7,8.6,4.4,5
"JASONWITTEN","Jason Witten","TE","DAL",99,74.8899460053995,5,142.11311532329,145.69,151.25,151.125,144.25,144.25,145.3625,148.5,129,127.75,147,141.375,136.25,143.375,161.25,NA,143.3,143.652427083333,142.11311532329,23.7581910468592,9.8478,8.41711449892986,3.841685147857,3.3,8,5.65,8,62,8,59.2,11,56,66.8,8.8,5.65,6
"PIERRETHOMAS","Pierre Thomas","RB","NO",100,80.9555394460554,29,140.036833595374,153.59,161.75,138.125,132.625,NA,146.7775,159.475,149.05,120.875,119.75,122.3,143.25,169.825,150.325,NA,132.975,139.586833333333,140.036833595374,22.1090193943034,13.2978,15.8105609059487,4.94139683672345,1.6,7,4.3,7,107.3,4.9,89.6,10,92,74.7,8.8,4.3,5
"LAMARMILLER","Lamar Miller","RB","MIA",101,69.1113738626137,30,139.826616014677,86.905,162.525,138.725,88.875,NA,126.2975,152.75,127.375,151.125,152,147.9,112.875,144.325,154.375,NA,151.05,136.238107142857,139.826616014677,21.8988018136064,12.1565,24.150759314076,5.64005745125574,2.5,22,12.25,22,96.4,2.5,109.5,10,91,67.6,7.4,12.25,13
"STEVANRIDLEY","Stevan Ridley","RB","NE",102,75.2777772222778,31,139.75381191672,160.75,169.475,127.55,166.2,NA,148.5325,130.6,142.925,150.3,132,122.425,135.125,147.9,129.5,NA,133.5,140.252583333333,139.75381191672,21.8259977156499,12.7978,15.0166743368409,4.80936549064071,2.3,12,7.15,12,99.4,7.2,76.6,10,81,72.6,8.4,7.15,8
"VERNONDAVIS","Vernon Davis","TE","SF",103,60.9020897910209,6,139.519846942373,74.47,145.25,172.875,170.375,170.375,155.4375,172.125,132.625,124.875,136.75,140.875,126.375,104,153.375,NA,116.875,139.924635416667,139.519846942373,21.1649226659423,9.5739,28.0397151195959,5.74508346505758,11.5,21,16.25,21,47.4,13.2,45.5,14,47,53.8,8.4,16.25,17
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",104,84.4340565943406,32,139.328168141343,136.97,154.4,136.1,130.4,NA,141.795,134.625,145.525,139.575,150.875,122.35,140.5,159.45,157.65,NA,136.475,140.687880952381,139.328168141343,21.4003539402725,11.7652,10.6270191617281,4.26579894982856,2.1,12,7.05,12,107.6,5,89.3,11,89,75.2,8.2,7.05,8
"FREDJACKSON","Fred Jackson","RB","BUF",105,89.1183381661834,33,138.787542543247,138.54,157.325,140.9,122.05,NA,136.665,175.225,138.125,132.825,151.75,137.825,153.875,116.575,153.025,NA,127.85,139.831238095238,138.787542543247,20.8597283421769,10.8478,15.4352085254873,4.64065127598584,2.2,7,4.6,7,117.7,3.4,98.7,10,98,91.1,10.9,4.6,5
"RUEBENRANDLE","Rueben Randle","WR","NYG",106,98.5453054694531,37,138.255691563116,120.14,139.75,149,114.375,NA,134.575,126.75,128.375,152,153.875,144.5,117.5,130.375,148.75,NA,158.625,136.779047619048,138.255691563116,-5.14353012649462,12.4065,14.4884064678633,4.71520128184822,1.1,7,4.05,7,113.7,1.2,138.1,6,125,98.8,10.4,4.05,5
"GREGOLSEN","Greg Olsen","TE","CAR",107,84.7974552544746,7,136.521506080214,165.245,125.375,136.125,135.25,135.25,136.0875,134.875,137.75,119.25,147.625,145.875,142,111.375,145.375,NA,142.075,137.227364583333,136.521506080214,18.1665818037836,12.5804,12.6169050733907,4.54957503699109,3.1,9,6.05,9,61.7,3.7,84.8,8,73,86.3,13,6.05,7
"CECILSHORTS","Cecil Shorts","WR","JAC",108,123.352629859523,38,134.671408774375,213.375,118.25,124.25,140.25,NA,126.3,159.85,127.5,118.25,135,141.625,130,141.375,142.75,NA,140.55,140.061174242424,134.671408774375,-8.72781291523577,12.2739,23.9445944282872,5.63238910370746,1.3,7,4.15,7,114.1,3.1,104.9,4,128,132.2,11.7,4.15,5
"STEVENJACKSON","Steven Jackson","RB","ATL",109,79.9382911708829,34,134.144553554916,134.335,152.7,118.575,157.325,NA,143.3525,81.75,127.625,128.8,131.375,145.325,129.75,160.35,152.675,NA,155.45,135.43975,134.144553554916,16.216739353846,14.5152,20.6414961445093,5.54832679063113,2.5,8,5.25,8,107,8.5,71.4,13,87,79.3,8.5,5.25,6
"BRIANHARTLINE","Brian Hartline","WR","MIA",110,137.73125,39,132.957417098814,163.54,119.5,NA,110.25,NA,124.15,140,143.75,127.25,135.5,132.375,124,140.875,152.25,NA,138.1,134.420750915751,132.957417098814,-10.4418045907961,10.0220411840574,14.1880215254873,4.42889654874852,1,1,1,1,NA,0,170,4,174,NA,NA,1,1
"BRANDINCOOKS","Brandin Cooks","WR","NO",111,86.3541245875412,40,132.762296727715,NA,142.375,148.375,105.95,NA,127.7,124.475,102.125,140.5,144.375,129.45,111.25,126.125,169.5,NA,134.615,132.232536630037,132.762296727715,-10.6369249618957,13.7652,18.5418106793601,5.26075467724915,1.7,9,5.35,9,104.7,2.9,121.2,8,101,69.6,7.6,5.35,6
"DWAYNEBOWE","Dwayne Bowe","WR","KC",112,101.463318668133,41,132.457559428232,143.245,129.75,121.125,120.125,NA,130.9875,141.25,146.5,122.25,126.875,142.5,102.125,124.5,150.75,NA,143.975,133.121488095238,132.457559428232,-10.9416622613781,11.4978,13.4811558511795,4.51815140841628,1.2,6,3.6,6,116.7,2.1,121.6,4,112,102.1,11.2,3.6,4
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",113,113.609464053595,42,132.196592949005,117.52,118.75,119,145.25,NA,124.7,133.7,124.625,136.5,142.5,132.625,136.25,129.625,162.325,NA,140.75,132.889496753247,132.196592949005,-11.2026287406052,13.1891,12.3181132153757,4.58567704399258,1.1,7,4.05,7,123,2.5,110.1,8,126,111.5,14.4,4.05,5
"MIKEEVANS","Mike Evans","WR","TB",114,112.098989793793,43,130.249936364991,NA,136.375,141.5,123.25,NA,127.5625,116,100.75,124.25,146.625,132.05,116.25,139.75,145.75,NA,138.4,130.386498917749,130.249936364991,-13.1492853246192,12.9891,13.5160088781263,4.68214105551505,1.4,7,4.2,7,110.3,1.7,123.7,5,118,112.2,10.2,4.2,5
"DANNYWOODHEAD","Danny Woodhead","RB","SD",115,104.634816518348,35,128.977489463227,108.265,148.775,121.875,141.25,NA,135.1475,135.775,135.825,117.95,125.125,115.275,113.5,102.775,149.75,NA,131.05,126.950845238095,128.977489463227,11.0496752621564,17.5369,14.6769246039844,5.28612063046343,2.3,3,2.65,3,121.6,2.9,105.9,9,107,98.6,11.4,2.65,3
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",116,108.100249975002,44,128.624621085204,NA,136.25,141.125,110.375,NA,124.475,178.975,126.5,118.5,135.125,125.625,124.5,123.5,136.25,NA,137.2,131.043473193473,128.624621085204,-14.7746006044067,14.7891,16.5033094486049,5.17019123092534,1.3,6,3.65,6,124,2.3,129.1,2,129,92.2,9,3.65,4
"RILEYCOOPER","Riley Cooper","WR","PHI",117,109.261748825117,45,128.372489026089,137.61,127.375,134.25,132,NA,129.5375,129.95,117.25,122.275,119.375,127.2,130,123,163.75,NA,111.95,129.931931818182,128.372489026089,-15.026732663521,13.8652,12.1811458823408,4.64497569492013,1.3,6,3.65,6,116,2.2,108.1,7,109,99.5,10.2,3.65,4
"DENNISPITTA","Dennis Pitta","TE","BAL",118,91.480401959804,8,127.989178373736,12.43,149,142,148,148,141.225,151.125,121.625,118.375,121.25,111.75,116.25,108.375,151,NA,119.625,125.125,127.989178373736,9.63425409730546,14.813,34.6704702366231,6.96228599284266,1.6,7,4.3,7,84.8,2.7,90.4,8,77,99.2,14.5,4.3,5
"ANQUANBOLDIN","Anquan Boldin","WR","SF",119,118.071661002986,46,126.220666193169,135.445,120.375,126.5,146.275,NA,126.55,121.175,122.125,127.475,137.75,127.775,133.125,113.375,147.45,NA,115.08,130.397575757576,126.220666193169,-17.1785554964418,16.5456,10.4094503040203,4.75903572994539,1.3,6,3.65,6,113.7,3,96.5,5,115,121.1,15.4,3.65,4
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",120,110.704614538546,36,126.211395651706,103.465,133.8,124.975,131.65,NA,128.7175,157.675,130.075,129.725,106.5,128.425,147,140.075,145.125,NA,94.25,126.47205952381,126.211395651706,8.28358145063544,14.5217,17.412763946273,5.23098646708909,2.2,6,4.1,6,123.3,2.8,100.5,9,114,112.6,13.8,4.1,5
"JORDANREED","Jordan Reed","TE","WAS",121,79.8657634236576,9,126.124584050605,91.35,137.625,135.375,122.125,122.125,134.35,163.375,140.125,129.25,120,119.375,120.375,104,150.25,NA,119.575,129.101520833333,126.124584050605,7.76965977417505,10.0978,17.5875001269164,4.77191208045831,1.5,7,4.25,7,84.6,2,116.7,8,80,76.6,10.6,4.25,5
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",122,162.304545454545,31,125.543713902038,NA,211.34,200.38,93.1,NA,152.476,110.5,63.7,110.16,154.2,138.14,135.1,NA,126.9,NA,95.47,128.866615384615,125.543713902038,-119.538600214485,18.6883828985628,43.0678297780127,8.20668386019077,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",123,91.7236626337366,10,123.693320713288,109.77,128,137.875,120,120,128.0875,156.875,129.125,117.625,136.375,112.375,119.75,99.125,130.75,NA,117.725,125.38971875,123.693320713288,5.33839643685739,15.2543,13.6712383243592,4.94130786574697,1.7,9,5.35,9,69.2,2.5,105.9,7,86,87.3,14.2,5.35,6
"JUSTINHUNTER","Justin Hunter","WR","TEN",124,122.266537300561,47,123.63125,NA,131.25,136.75,114.25,NA,119.9875,104.75,101.5,122.25,122.5,124.875,123.125,101.625,150.875,NA,135.09,123.112575341325,123.63125,-19.7679716896105,12.2652,14.4756498846626,4.69873206165758,1.1,6,3.55,6,123.3,1.3,126.5,5,138,112,11.4,3.55,4
"DOUGBALDWIN","Doug Baldwin","WR","SEA",125,141.55,48,123.489853103745,148.925,114,134.375,100.15,NA,116.7375,139.925,111.875,119.675,127.375,112.125,119,119.125,144.925,NA,118.665,124.300422077922,123.489853103745,-19.9093685858656,11.3,13.9541418447088,4.54344642769775,1,1,1,1,NA,1.4,140.1,3,170,NA,NA,1,1
"GREGJENNINGS","Greg Jennings","WR","MIN",126,133.846881496882,49,123.000090786287,93.595,102.375,115.625,118,NA,111.875,153.425,117.375,109.5,137.75,123.875,144.125,130.375,138.875,NA,142.3,124.586477272727,123.000090786287,-20.3991309033235,10.2683941128881,17.4432022087891,4.77606481178515,1,1,1,1,NA,1.6,118.8,4,154,NA,NA,1,1
"TAVONAUSTIN","Tavon Austin","WR","STL",127,120.810218978102,50,122.239858932441,36.28,104.375,105.25,101.6,NA,122.5375,82.2,135.15,123.5,104.5,124.025,124.125,130.95,152.475,NA,103.71,118.963825757576,122.239858932441,-21.1593627571691,14.9891,27.7421061618,6.29877995950789,1,1,1,1,NA,1.5,133.4,6,136,105.8,11.6,1,1
"CHADHENNE","Chad Henne","QB","JAC",128,195.9,32,121.190810948445,215.4,171.74,53.6,113.3,NA,111.99,127.54,120.64,126.76,92.8,92.46,73.5,214.24,128.58,NA,141.39,125.207023809524,121.190810948445,-123.891503168079,19,46.9863678617018,8.62622136192201,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"KENNYSTILLS","Kenny Stills","WR","NO",129,133.469323804288,51,119.791390490686,122.97,133.25,121.375,96.775,NA,117,112.075,123.125,107.125,121.125,123.6,118.75,133.5,132.725,NA,125.15,120.493658008658,119.791390490686,-23.6078311989245,17.5804,10.2066429093028,4.8504673323333,1,1,1,1,NA,1.3,144.1,2,162,128.1,13.3,1,1
"RODSTREATER","Rod Streater","WR","OAK",130,157.1,52,118.350276103559,147.24,126.375,120.875,96.825,NA,107.525,143.1,88.375,131.15,115.375,91.6,132.5,118.75,127.825,NA,111.815,118.216818181818,118.350276103559,-25.048945586052,23.6,18.0121186158921,6.26741376139233,1,1,1,1,NA,0,170,2,237,NA,NA,1,1
"MARKUSWHEATON","Markus Wheaton","WR","PIT",131,136.845918367347,53,117.634150324424,59.915,108,107.875,107.25,NA,111.0625,120.95,120.575,118.125,132,114.2,121.875,129.625,145.05,NA,141.79,115.364848484848,117.634150324424,-25.7650713651863,10.785441840773,20.3814862164535,5.12116134549669,1,1,1,1,NA,1.4,140.9,3,171,131.9,14.4,1,1
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",132,134.331531961292,54,117.263339259497,74.745,136,121.125,109,NA,120.6625,119.425,120.625,96,110,118.375,123.5,119.5,128.875,NA,131.825,117.721856060606,117.263339259497,-26.1358824301135,17.9217,15.5814274182914,5.41664534355161,1,1,1,1,NA,1.3,142.7,2,169,130.1,13,1,1
"DANNYAMENDOLA","Danny Amendola","WR","NE",133,128.125587441256,55,116.415323261776,120.555,110.875,103.75,119.875,NA,116.0125,133.125,139.75,110,78.75,110.025,117.5,130.75,142.4,NA,57.245,113.513176406926,116.415323261776,-26.9838984278345,15.8065,22.9010958434535,5.90992845585502,1,1,1,1,NA,2.1,113.9,4,143,116,12.5,1,1
"ZACHERTZ","Zach Ertz","TE","PHI",134,111.687136286371,11,116.059104473233,90.155,129.25,138,104.75,NA,121.2,120,112.375,122,125.125,104.125,125.75,99.625,131.125,NA,111.85,116.156785714286,116.059104473233,-2.29581980319776,17.8195,13.5037685419725,5.20098643719275,1.4,7,4.2,7,104.9,1.9,129.7,6,116,106.1,15.5,4.2,5
"JAMESJONES","James Jones","WR","OAK",135,144.8,56,115.738443070783,29.63,103.25,105.625,117.875,NA,111.6375,177.425,127,113.25,132.25,122,125.25,125,132.125,NA,105.9,114.757094155844,115.738443070783,-27.6607786188272,13.1,30.9857290779221,6.41490236236605,1,1,1,1,NA,1.2,142.7,3,173,NA,NA,1,1
