"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_nfl","projectedPts_yahoo","passYdsMedian","passTdsMedian","passIntMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian","weeklySD","weeklyVariability","ydsPerRec","totalTds"
"DJWILLIAMS","D.J. Williams","TE","NE",506,6.61505849911998,NA,NA,NA,NA,9.3625,NA,17.875,NA,5,1.75,NA,NA,NA,0,0,0,0,0,4.96078040757193,52.9204679929598,0,NA,0,5.66458333333333,6.61505849911998,0.846489487023476,3.85531575940907,10.667770722563,0
"CORYHARKEY","Cory Harkey","TE","STL",507,6.5625,NA,NA,NA,NA,21.1875,NA,NA,8.625,0.625,4.5,3.75,NA,10.7375,0,0,0,0,0,5,52.5,0,0,0,8.2375,6.5625,0.83677532620675,3.83087795055699,10.5,0
"TERRELLEPRYOR","Terrelle Pryor","QB","SEA",508,6.5599954799056,NA,NA,18.98,NA,18.98,0.44,NA,NA,3.7,1.38,NA,33.74,NA,63.9999828945008,0,0,39.9999616412556,0,0,0,0,0,0,11.0314285714286,6.5599954799056,0.609307073620265,3.19265802055648,NA,0
"LEESMITH","Lee Smith","TE","BUF",509,6.4375,NA,NA,NA,NA,8.0625,5,NA,8.125,NA,4.75,5,NA,8.8625,0,0,0,0,0,4.99998248355557,51.5,0,0,0,5.68571428571429,6.4375,0.779717188374254,3.67746820234252,10.3000360840019,0
"RYANTAYLOR","Ryan Taylor","TE","GB",510,6.38161690472635,NA,NA,NA,NA,8.375,NA,NA,3.75,NA,1.875,NA,NA,16.875,0,0,0,0,0,3.37975835705123,51.0529352378108,0,0,0,5.14583333333333,6.38161690472635,0.70911855216068,3.48234612835881,15.1054986316695,0
"TANDONDOSS","Tandon Doss","WR","JAC",511,6.3375,NA,NA,NA,NA,13.6,8,NA,8.375,2.5,8.75,4.375,33.125,NA,0,0,0,0,0,4.99999138695101,74.7,0,0,1,10.1035714285714,6.3375,1.35966665644024,5.3103787733402,14.9400257358347,0
"ISAIAHPEAD","Isaiah Pead","RB","STL",512,6.278125,11.2,NA,NA,NA,5.6,4.325,NA,3.6,3.375,4.725,4.75,47.7,NA,0,0,0,28.875,0,3.5000418243019,27.125,0,0,0,9.475,6.278125,0.639750873312013,3.29323612614894,7.74990739015246,0
"MICHAELCOX","Michael Cox","RB","NYG",513,6.23749844756249,11.475,NA,NA,NA,5.7375,6.675,NA,NA,NA,2.4,5.375,NA,NA,0,0,0,32.9999844756249,0,3.00005163969192,23.5,0,NA,0,4.52321428571429,6.23749844756249,0.592552066410053,3.16296246181308,7.83319849868092,0
"FENDIONOBUN","Fendi Onobun","TE","CHI",514,6.23683011065857,NA,NA,NA,NA,11.125,NA,NA,NA,NA,2,5.625,NA,NA,NA,NA,NA,NA,NA,4.62945844590041,49.8946408852685,0,NA,0,4.6875,6.23683011065857,0.758110336117454,3.62761204698081,10.77764094188,0
"LEONWASHINGTON","Leon Washington","RB","TEN",515,6.17814643464498,12.9,5.875,NA,NA,9.3875,NA,NA,NA,NA,0.95,0.625,NA,NA,NA,NA,NA,26.4690252790025,0,4.36349723395949,28.2499512539578,0,NA,0,4.95625,6.17814643464498,0.591252960109303,3.16250515469817,6.47415358352903,0
"RYANGRANT","Ryan Grant","WR","WAS",516,6.0625,NA,NA,NA,NA,8.1625,NA,NA,9,3.125,5.25,10.375,NA,NA,NA,NA,NA,0,0,4,48.5,0,NA,0,7.1825,6.0625,0.743349801389805,3.59555403073534,12.125,0
"BRICEBUTLER","Brice Butler","WR","OAK",517,5.89184013787837,NA,NA,NA,NA,25.525,6.625,NA,4.375,NA,1.5,NA,NA,NA,0,0,0,0,0,5.19733927400983,47.134721103027,0,NA,0,7.605,5.89184013787837,0.706361520264545,3.50092011312249,9.06900985639557,0
"JEFFMAEHL","Jeff Maehl","WR","PHI",518,5.87334182363131,NA,NA,NA,NA,8.35,NA,NA,9.125,NA,4.25,1.875,NA,NA,NA,NA,NA,0,0,3.74486405757309,46.9867345890504,0,NA,0,4.72,5.87334182363131,0.739787044064521,3.59571741972371,12.5469800416469,0
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",519,5.86918766885062,8.675,NA,NA,NA,6.5175,1.925,NA,NA,NA,NA,NA,NA,NA,0,0,0,22.6081024772245,0,3.33729639635592,28.8670193690253,0,NA,0,4.279375,5.86918766885062,0.594450681963946,3.18807655889463,8.64982187394142,0
"JEREMYSTEWART","Jeremy Stewart","RB","OAK",520,5.83392882926685,13.075,NA,NA,NA,9.8175,0.75,NA,NA,NA,0.55,1.125,NA,NA,0,0,0,31.2768119512241,0,3.70616313091229,21.6499810731555,0,NA,0,4.21958333333333,5.83392882926685,0.550078320863239,3.06544652012629,5.84161579197035,0
"JAKEBALLARD","Jake Ballard","TE","ARI",521,5.74555255793943,NA,NA,NA,NA,15.725,NA,NA,NA,3.75,2.375,NA,NA,NA,NA,NA,NA,NA,NA,4.16819170393765,45.9644204635154,0,NA,0,5.4625,5.74555255793943,0.65487668266541,3.36429455460834,11.0274247751353,0
"MARCUSTHIGPEN","Marcus Thigpen","RB","MIA",522,5.71138716982141,NA,NA,NA,NA,NA,11.725,NA,NA,NA,1.125,0.5,NA,6.4375,0,0,0,5,0,0.5,41.6910973585713,0,0,0,3.9575,5.71138716982141,0.66328911091548,3.38973812337257,83.3821947171426,0
"MATTSPAETH","Matt Spaeth","TE","PIT",523,5.590625,NA,NA,NA,NA,15.125,11,NA,9.625,0.625,4.375,1.25,NA,15.0625,0,0,0,0,0,4,44.725,0,0,0,8.15178571428572,5.590625,0.672258639074711,3.42139714973525,11.18125,0
"JOHNPHILLIPS","John Phillips","TE","SD",524,5.5625,NA,NA,NA,NA,9.0625,8.625,NA,4.875,2.5,3,3.125,NA,NA,0,0,0,0,0,4.00005293770471,44.5,0,NA,0,5.19791666666667,5.5625,0.637423548593182,3.32514875098043,11.1248527689573,0
"JAYPROSCH","Jay Prosch","RB","HOU",525,5.425,8.425,2.425,NA,NA,5.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,3,21,0,NA,0,5.425,5.425,0.525951763839202,3.01970702653485,7,0
"WILLTAUFOOU","Will Ta'ufo'ou","RB","JAC",526,5.38750519304186,9.55,3.625,NA,NA,6.5875,NA,NA,5.325,2.5,4.65,0.5,NA,NA,NA,NA,NA,9.49997667437861,0,6.24997168181285,35.500060204832,0,NA,0,4.67678571428571,5.38750519304186,0.559421371342696,3.11564855280402,5.68003536850185,0
"TOMMYSTREETER","Tommy Streeter","WR","TB",527,5.3,NA,NA,NA,NA,7.125,NA,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,8,0,2.9,36,0,NA,0,5.3,5.3,0.567973576212496,3.14434983661861,12.4137931034483,0
"MIKETHOMAS","Mike Thomas","WR","HOU",528,5.290625,NA,NA,NA,NA,22.7125,2.05,NA,NA,NA,NA,1.25,NA,NA,0,0,0,0,0,4.45,42.325,0,NA,0,8.67083333333333,5.290625,0.636814221158687,3.33804409288308,9.51123595505618,0
"KEVINDORSEY","Kevin Dorsey","WR","GB",529,5.25,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,42,0,NA,0,5.25,5.25,0.640665600549226,3.3510347984593,14,0
"PATRICKEDWARDS","Patrick Edwards","WR",NA,530,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,4,40,0,NA,NA,5,5,0.677827783378676,3.46875490174178,10,0
"PATEDWARDS","Pat Edwards","WR","DET",531,4.975,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,39.8,0,NA,0,4.975,4.975,0.704128686896645,3.54390733863378,13.2666666666667,0
"MONTELLOWENS","Montell Owens","RB","DET",532,4.86355215533409,NA,NA,NA,NA,NA,11.3,NA,NA,NA,0.675,1.625,NA,NA,0,0,0,22.7108336721604,0,0.5,20.7397503049444,0,NA,0,3.4,4.86355215533409,0.507282074082673,2.99747482083931,41.4795006098887,0
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",533,4.84000262094415,NA,NA,NA,NA,5.68,9.06,NA,3.36,5.2,8.2,NA,NA,NA,68.49998254776,0,0,21.0000331903375,0,0,0,0,NA,0,5.25,4.84000262094415,0.466260292505504,2.88361863286844,NA,0
"DANIELFELLS","Daniel Fells","TE","NYG",534,4.7375,NA,NA,NA,NA,3.2875,NA,NA,NA,NA,2.375,10,NA,NA,NA,NA,NA,NA,NA,3.65,37.9,0,NA,0,5.22083333333333,4.7375,0.57063145480725,3.18202667591511,10.3835616438356,0
"JAMESDEVELIN","James Develin","RB","NE",535,4.70000210613158,14.575,1.875,NA,NA,8.225,NA,NA,NA,2.875,1.475,NA,NA,12.085,0,0,0,16.0000511128532,0,2.50000060431582,24.79997595877,0,0,0,5.80857142857143,4.70000210613158,0.520986829814858,3.0447211274942,9.91998798558574,0
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",536,4.6899169343386,NA,NA,NA,NA,3.58,17.48,NA,10.56,1.2,2.48,NA,NA,NA,103.000051852051,0,0,5.69914860256542,0,0,0,0,NA,0,5.88333333333333,4.6899169343386,0.578867511799712,3.20769609353333,NA,0
"ROBERTHUGHES","Robert Hughes","RB",NA,537,4.68875,4.075,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,30.45,0,2.15,13.15,0,NA,0,5.08916666666667,4.68875,0.479855180070949,2.92989598460581,6.11627906976744,0
"ERICWEEMS","Eric Weems","WR","CHI",538,4.68854587549919,NA,NA,NA,NA,7.3125,1,NA,NA,NA,NA,NA,NA,7.175,0,0,0,0,0,1,37.5083670039935,0,0,0,3.871875,4.68854587549919,0.616034143691123,3.31207215269209,37.5083670039935,0
"JAMESWRIGHT","James Wright","WR","CIN",539,4.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,NA,NA,NA,NA,NA,0,0,2.5,37.5,0,NA,NA,4.6875,4.6875,0.614456480521471,3.30770087018163,15,0
"SEYIAJIROTUTU","Seyi Ajirotutu","WR","SD",540,4.68749604683464,NA,NA,NA,NA,15.3,0.25,NA,6.875,NA,2.625,2.5,NA,NA,0,0,0,0,0,3.20912593368939,37.4999683746771,0,NA,0,4.59166666666667,4.68749604683464,0.601462062412421,3.27123425761262,11.685415016283,0
"MARQUEISGRAY","MarQueis Gray","TE","CLE",541,4.625,NA,NA,NA,NA,5.1625,NA,NA,6.125,6.875,1.25,3.125,NA,NA,NA,NA,NA,NA,NA,3.50001063885961,37,0,NA,0,4.5075,4.625,0.568664354952722,3.18254989717845,10.5713964378278,0
"NICKKASA","Nick Kasa","TE","OAK",541,4.625,NA,NA,NA,NA,16.35,0.125,22.125,5,2.5,3.5,1,NA,NA,0,0,0,0,0,5.05001729511729,37,0,NA,0,7.22857142857143,4.625,0.543960004192373,3.11322095710788,7.32670758093723,0
"TJYATES","T.J. Yates","QB","ATL",543,4.61717406424161,NA,NA,NA,NA,NA,-4.64,1.08,NA,1.2,NA,NA,NA,NA,115.42935160604,0,0,0,0,0,0,0,NA,0,-0.59,4.61717406424161,0.597316686313481,3.26337864930855,NA,0
"JAMARNEWSOME","Jamar Newsome","WR","KC",544,4.5625,NA,NA,NA,NA,NA,NA,NA,7.375,NA,4.5,1.875,NA,NA,NA,NA,NA,0,0,3.25,36.5,0,NA,NA,4.58333333333333,4.5625,0.584145823650535,3.22935379099301,11.2307692307692,0
"DANTEROSARIO","Dante Rosario","TE","CHI",545,4.53126146861708,NA,NA,NA,NA,8.3125,1.625,NA,3.75,NA,14.25,4.375,NA,NA,0,0,0,0,0,3.99992609469155,36.2500917489367,0,NA,0,5.38541666666667,4.53126146861708,0.575524170111968,3.20683661050933,9.06269038246619,0
"EVANROYSTER","Evan Royster","RB","WAS",546,4.47972469796649,7.85,NA,NA,NA,5.8925,8.2,NA,NA,NA,0.7,1.5,NA,NA,0,0,0,26.6499547501628,0,2.16864819817796,14.5178337836017,0,NA,0,4.02375,4.47972469796649,0.439498696597087,2.82787074764008,6.69441627083597,0
"LAMICHAELJAMES","LaMichael James","RB","SF",547,4.4393844245099,10.875,NA,NA,NA,5.4375,2.325,NA,1.6,4.5,3.05,2.625,NA,NA,0,0,0,27.8313699856509,0,2.41558422018718,13.2499794075585,0,NA,0,3.8015625,4.4393844245099,0.425773876577455,2.79152127187658,5.48520697263531,0
"TONYFIAMMETTA","Tony Fiammetta","RB","CHI",548,4.43078753961146,14.675,5.5,NA,NA,10.0875,2.625,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4.1405000688895,35.4463003168917,0,NA,0,5.48125,4.43078753961146,0.503419504604661,3.00988355061881,8.56087422464373,0
"DREWSTANTON","Drew Stanton","QB","ARI",549,4.34795809183195,NA,NA,NA,NA,0.84,-0.540000000000001,1.68,3.52,5,3.14,NA,NA,14.51,94.9489522957988,0,0,5.5,0,0,0,0,0,0,3.33125,4.34795809183195,0.494248678682501,2.98859670476936,NA,0
"BROCKOSWEILER","Brock Osweiler","QB","DEN",550,4.27999625534051,NA,NA,NA,NA,2.93,6.52,3.56,6.16,2.8,3.24,NA,NA,NA,106.999906383513,0,0,0,0,0,0,0,NA,0,3.60142857142857,4.27999625534051,0.594592695270654,3.27384762977269,NA,0
"JORDANNORWOOD","Jordan Norwood","WR","CLE",551,4.25,NA,NA,NA,NA,NA,NA,NA,8.875,NA,4.25,NA,NA,NA,0,0,0,0,0,3,34,0,NA,0,4.375,4.25,0.564197934465285,3.19016085480536,11.3333333333333,0
"JOHNCONNER","John Conner","RB","NYG",552,4.16293918665746,NA,NA,NA,NA,NA,NA,NA,4.7,NA,3.725,4.25,NA,NA,NA,NA,NA,11.7016834485345,0,3,23.9421667344321,0,NA,NA,3.16875,4.16293918665746,0.423214313986172,2.79918909694207,7.98072224481069,0
"TERRENCETOLIVER","Terrence Toliver","WR","CHI",553,4.08125,NA,NA,NA,NA,8.1625,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2.65,32.65,0,NA,0,4.08125,4.08125,0.515308774448075,3.06202636176291,12.3207547169811,0
"TEVINREESE","Tevin Reese","WR","SD",554,4.046875,NA,NA,NA,NA,6.1875,NA,NA,NA,3.75,2.5,NA,NA,NA,NA,NA,NA,0,0,2,32.375,0,NA,0,4.14583333333333,4.046875,0.524027049655284,3.08833950322005,16.1875,0
"ANDREWSZCZERBA","Andrew Szczerba","TE","ATL",555,4.0375,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32.3,0,NA,0,4.0375,4.0375,0.551511568977137,3.16597418832742,10.7666666666667,0
"KASSIMOSGOOD","Kassim Osgood","WR","SF",555,4.0375,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.3,32.3,0,NA,0,4.0375,4.0375,0.499898226521954,3.02112932433446,14.0434782608696,0
"SPENCERWARE","Spencer Ware","RB","SEA",557,4.01461090804779,NA,1,NA,NA,0.75,NA,NA,NA,3.825,2.35,1,NA,12.235,0,0,0,8.74997134160482,0,0,25.1169101910985,0,0,0,3.42666666666667,4.01461090804779,0.467169428191979,2.93051063194671,NA,0
"MATTHAZEL","Matt Hazel","WR","MIA",558,3.9375,NA,NA,NA,NA,NA,NA,NA,NA,4.375,3.5,NA,NA,NA,NA,NA,NA,0,0,2.5,31.5,0,NA,NA,3.9375,3.9375,0.513447327734348,3.06452485522973,12.6,0
"BRADSMITH","Brad Smith","WR","PHI",559,3.88301147823942,NA,NA,NA,NA,5.0625,0.2,NA,NA,3.5,2.725,NA,NA,NA,0,0,0,6,0,2,26.2640918259154,0,NA,0,2.2975,3.88301147823942,0.425792988725441,2.8214636713689,13.1320459129577,0
"NILESPAUL","Niles Paul","TE","WAS",560,3.875,NA,NA,NA,NA,7.125,5.875,NA,3.875,3.125,3.75,1,NA,NA,0,0,0,0,0,3.00003315494192,31,0,NA,0,4.125,3.875,0.510767944410547,3.0603631262821,10.3332191342399,0
"WESLYESAUNDERS","Weslye Saunders","TE","IND",561,3.74423942861939,NA,NA,NA,NA,8.5375,NA,NA,NA,NA,0.625,1.875,NA,NA,NA,NA,NA,NA,NA,2.97108336721604,29.9539154289551,0,NA,0,2.759375,3.74423942861939,0.444276434865371,2.88078954128934,10.0818158653766,0
"DANHERRON","Dan Herron","RB","IND",562,3.7,NA,3.7,NA,NA,2.78,3.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,37,0,0,0,0,NA,0,3.39333333333333,3.7,0.469988086732708,2.95532189081415,NA,0
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",563,3.5999968367815,NA,NA,NA,NA,2.06,3.92,1.8,9.7,1.6,2.42,NA,NA,NA,89.9999209195375,0,0,0,0,0,0,0,NA,0,3.07142857142857,3.5999968367815,0.493541400590997,3.0267928673558,NA,0
"COLLINMOONEY","Collin Mooney","RB","TEN",564,3.57500935789361,11.7,1.7,NA,NA,6.7,NA,NA,3.5,1.25,1.625,NA,NA,NA,NA,NA,NA,12,0,3,19.0000748631489,0,NA,0,4.4125,3.57500935789361,0.371029339352356,2.68432405879856,6.33335828771628,0
"ANDYTANNER","Andy Tanner","WR","NO",565,3.5625,NA,NA,NA,NA,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.9,28.5,0,NA,0,3.5625,3.5625,0.492343108961615,3.02544440487685,15,0
"JEFFDEMPS","Jeff Demps","RB","TB",566,3.5125,NA,NA,NA,NA,NA,NA,NA,NA,5.125,1.9,NA,NA,NA,NA,NA,NA,12,0,2.5,18.5,0,NA,NA,3.5125,3.5125,0.384632285759781,2.72585667301715,7.4,0
"DAVIDJOHNSON","David Johnson","TE","SD",567,3.47569437819206,NA,NA,NA,NA,6.2875,NA,NA,4,1.25,2,NA,NA,NA,NA,NA,NA,NA,NA,3.48838972200176,27.8055550255364,0,NA,0,2.7075,3.47569437819206,0.477160591592354,2.98750027963864,7.97088549199733,0
"MARVINMCNUTT","Marvin McNutt","WR","CAR",568,3.40915525619266,NA,NA,NA,NA,7.6875,NA,NA,NA,NA,0.625,1.875,NA,NA,NA,NA,NA,0,0,0.5,27.2732420495413,0,NA,0,2.546875,3.40915525619266,0.474146395016283,2.98261593368171,54.5464840990825,0
"JEFFKING","Jeff King","TE","ARI",569,3.375,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3.5,27,0,NA,0,3.375,3.375,0.466983027761661,2.96434789674483,7.71428571428571,0
"RUSSELLSHEPARD","Russell Shepard","WR","TB",569,3.375,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.25,27,0,NA,0,3.375,3.375,0.456068425229136,2.93371775259686,12,0
"GARRETTCELEK","Garrett Celek","TE","SF",571,3.3749976888521,NA,NA,NA,NA,7.3125,0.375,NA,5.5,NA,2.625,1.25,NA,NA,0,0,0,0,0,2.50003997360399,26.9999815108168,0,NA,0,2.84375,3.3749976888521,0.416017154374806,2.82132017872258,10.7998199212368,0
"JEREMYGALLON","Jeremy Gallon","WR","NE",572,3.25,NA,NA,NA,NA,NA,NA,NA,NA,5,1.5,NA,NA,NA,NA,NA,NA,0,0,2,26,0,NA,NA,3.25,3.25,0.420929259890859,2.84182021108645,13,0
"SKYEDAWSON","Skye Dawson","WR","TB",573,3.23125,NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.825,3.125,NA,NA,NA,NA,NA,2,0,2,24.25,0,NA,NA,3.23333333333333,3.23125,0.413907814123887,2.82312287315554,12.125,0
"BRANDONTATE","Brandon Tate","WR","CIN",574,3.12499140573599,NA,NA,NA,NA,5.1625,3.25,NA,6,NA,3.25,1.25,NA,NA,0,0,0,0,0,2.99997242738001,36.999931245888,0,NA,0.5,2.15208333333333,3.12499140573599,0.625616568123448,3.4229590420183,12.3334237702316,0
"KEVINBROCK","Kevin Brock","TE","CIN",575,3.03776983529065,NA,NA,NA,NA,6.9375,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,NA,NA,NA,0.5,24.3021586823252,0,NA,0,2.171875,3.03776983529065,0.391275239615105,2.77000194961432,48.6043173646504,0
"KEVINCONE","Kevin Cone","WR","MIA",576,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.875,NA,NA,NA,NA,NA,0,0,2,24,0,NA,NA,3.29166666666667,3,0.407642001319724,2.81796175869734,12,0
"TYLERCLUTTS","Tyler Clutts","RB","DAL",577,2.909934583799,13.675,1.25,NA,NA,7.4625,NA,NA,NA,0.625,0.725,1.025,NA,NA,NA,NA,NA,9.41195521595762,0,2.74990447794365,15.7499124976259,0,NA,0,4.12708333333333,2.909934583799,0.300098594933164,2.52099619988935,5.72743985253027,0
"MICHAELPALMER","Michael Palmer","TE","PIT",578,2.85363733427417,NA,NA,NA,NA,6.6625,NA,NA,NA,NA,0.375,1.25,NA,NA,NA,NA,NA,NA,NA,0.5,22.8290986741934,0,NA,0,2.071875,2.85363733427417,0.39908612533215,2.80181372597515,45.6581973483868,0
"JAMESWILDER","James Wilder Jr","RB","CIN",579,2.85,NA,NA,NA,NA,NA,NA,NA,NA,4.625,1.075,NA,NA,NA,NA,NA,NA,23.5,0,0.5,4,0,NA,NA,2.85,2.85,0.310210301286139,2.55259287002904,8,0
"DARRENFELLS","Darren Fells","TE","ARI",580,2.84375,NA,NA,NA,NA,5.0625,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,2.4,22.75,0,NA,0,2.84375,2.84375,0.413094804964782,2.84165807390428,9.47916666666667,0
"TJJONES","T.J. Jones","WR","DET",581,2.81933589342113,NA,37.375,NA,NA,NA,NA,NA,NA,2.5,3,8.5,NA,NA,0,0,0,0,0,2,22.554687147369,0,NA,0,10.275,2.81933589342113,0.34442980827074,2.65027192297347,11.2773435736845,0
"KELLENCLEMENS","Kellen Clemens","QB","SD",582,2.78605441719908,NA,NA,NA,NA,NA,22.08,NA,7.56,1.2,2.62,NA,NA,NA,125.261239921731,0,0,7.75604820329839,0,0,0,0,NA,1,4.292,2.78605441719908,0.990124774385891,4.46410289900212,NA,0
"DANORLOVSKY","Dan Orlovsky","QB","DET",583,2.78365651101665,NA,NA,NA,NA,NA,0.04,NA,6.8,2.4,3.32,NA,NA,NA,69.5914127754164,0,0,0,0,0,0,0,NA,0,2.09333333333333,2.78365651101665,0.389119212082321,2.77760254658255,NA,0
"RYANNASSIB","Ryan Nassib","QB","NYG",584,2.77206973648469,NA,NA,NA,NA,NA,-3.32,NA,5.98,2.8,1.46,NA,NA,NA,69.3017434121172,0,0,0,0,0,0,0,NA,0,1.15333333333333,2.77206973648469,0.384443912731529,2.7651044920103,NA,0
"KONRADREULAND","Konrad Reuland","TE","NYJ",585,2.77036045139644,NA,NA,NA,NA,5.875,NA,NA,NA,2.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,2.57686669377283,22.1628836111715,0,NA,0,2.28125,2.77036045139644,0.368050547806885,2.71919087251052,8.60071018214857,0
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",586,2.67722815168263,NA,NA,NA,NA,5.0625,NA,NA,NA,1.875,1.125,NA,NA,NA,0,0,0,0,0,2.63610747744915,21.4178252134611,0,NA,0,2.015625,2.67722815168263,0.346748068446184,2.66441189414251,8.12479210225003,0
"MIGUELMAYSONET","Miguel Maysonet","RB","PIT",587,2.61576952699364,NA,4.3,NA,NA,3.225,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,24.2826952699364,0,0.4,1.5,0,NA,0,2.00625,2.61576952699364,0.307214855897293,2.55676964918844,3.75,0
"BRANDONBARDEN","Brandon Barden","TE","JAC",588,2.6125,NA,NA,NA,NA,3.85,NA,NA,NA,2.5,1.375,NA,NA,NA,NA,NA,NA,NA,NA,1.75962132881567,20.9,0,NA,0,1.93125,2.6125,0.359862450270439,2.70469262264674,11.877555504551,0
"BRYANWALTERS","Bryan Walters","WR","SEA",589,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,0,0,1,20,0,NA,NA,2.5,2.5,0.32625957014486,2.61643491881013,20,0
"LUKEMCCOWN","Luke McCown","QB","NO",590,2.42995602114281,NA,NA,NA,NA,NA,NA,NA,4.52,1.2,2.04,NA,NA,NA,60.7489005285702,0,0,0,0,0,0,0,NA,0,1.29333333333333,2.42995602114281,0.343281274888915,2.66796651499991,NA,0
"DEREKANDERSON","Derek Anderson","QB","CAR",591,2.32999395473216,19.86,NA,NA,NA,7.582,0.58,1.24,2.82,1.4,1.5,NA,NA,NA,51.875,0,0,2.54993954732158,0,0,0,0,NA,0,4.37275,2.32999395473216,0.278601425629067,2.49182255608164,NA,0
"BRADSMELLEY","Brad Smelley","TE","HOU",592,2.28184445026704,NA,NA,NA,NA,1.125,NA,NA,4.375,0.625,3.125,NA,NA,NA,NA,NA,NA,NA,NA,2.6504815147915,18.2547556021363,0,NA,0,1.85,2.28184445026704,0.311025461962961,2.5854022267456,6.88733556535379,0
"DEXTERCARTER","Dexter Carter","RB",NA,593,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,10,0,2,10,0,NA,NA,2.25,2.25,0.217430169613904,2.32445221987019,5,0
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",593,2.25,NA,NA,NA,NA,10.7875,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.5,18,0,NA,0,3.821875,2.25,0.291807884575402,2.53318177496652,12,0
"ERICPAGE","Eric Page","WR","TB",595,2.0625,NA,NA,NA,NA,3.975,-1.75,NA,18.525,1.75,9.525,2.5,NA,NA,0,0,0,4.5,0,3.49994274349999,46.5,0,NA,1.4,2.95416666666667,2.0625,1.13984318053822,4.92313432894604,13.2859316302698,0
"LONNIEPRYOR","Lonnie Pryor","RB","TB",596,2.05375,NA,3.525,NA,NA,2.655,NA,NA,NA,NA,0.35,1.325,NA,NA,NA,NA,NA,6.85,0,2.75297229726694,10.95,0,NA,0,1.96375,2.05375,0.217224753920626,2.33441844694722,3.9775191384493,0
"COREYFULLER","Corey Fuller","WR","DET",597,2.01875,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.15,16.15,0,NA,0,2.01875,2.01875,0.27083276284915,2.48674125970028,14.0434782608696,0
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",598,2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,16,0,NA,NA,2,2,0.252888272475806,2.43739008624664,10.6666666666667,0
"RYANMALLETT","Ryan Mallett","QB","NE",599,1.97137549261643,NA,NA,NA,NA,0.47,0.28,0.68,3.72,1.2,5.88,NA,NA,NA,44.9999309529373,0,0,1.71378254498939,0,0,0,0,NA,0,1.74714285714286,1.97137549261643,0.246904158492863,2.4221343253572,NA,0
"DANNYNOBLE","Danny Noble","TE","JAX",600,1.875,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15,0,NA,NA,1.875,1.875,0.265399530292947,2.47921608854947,10,0
