"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_eds","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"JOIQUEBELL","Joique Bell","RB","DET",75,165.758882385075,154.035,190.7,165.175,177.995140119704,168.020140119704,NA,174.5425,166.925,163.270140119704,168.195140119704,170.945140119704,161.970140119704,145.445140119704,186.05,181.875,140.980140119704,NA,149.925,0.09,0,0.09,174,166.434583333333,165.758882385075,48.9,14.1027173967655,11.5,3.9985438295244
"MARQUESCOLSTON","Marques Colston","WR","NO",76,164.050288166993,195.09,165.125,160.5,166.500144461236,146.375144461236,NA,162.6375,157.375,172.375144461236,136.125144461236,149.875144461236,154.875144461236,162.125144461236,206.625,168.25,172.145144461236,NA,163.25,0.03,0,0.03,0,166.383848039216,164.050288166993,67.5,17.0557979443962,13.3,4.33803619594685
"MIKEWALLACE","Mike Wallace","WR","MIA",77,160.538066391182,137.555,157.5,151.875,172.774942959888,154.099942959888,NA,158.6375,156.675,161.974942959888,154.999942959888,160.499942959888,164.524942959888,164.749942959888,177.75,180.175,141.980742959888,NA,178.45,0.175,0,0.075,3.00005942997488,161.595133831071,160.538066391182,62.4,12.2030041958592,12,3.84387482495607
"CHRISJOHNSON","Chris Johnson","RB","NYJ",78,159.877557443552,154.14,168.775,150.875,149.875090672181,162.550090672181,NA,163.535,204.45,176.850090672181,154.400090672181,151.350090672181,149.825090672181,163.225090672181,193.5,174.15,153.393490672181,NA,153.3,0.15,0,0.08,220.000001817486,161.532672156863,159.877557443552,60.5,16.2263364004605,13.3,4.262112648002
"SHANEVEREEN","Shane Vereen","RB","NE",79,159.571079394771,194.305,201.45,174.25,158.836997699142,160.961997699142,NA,175.53,121.375,147.111997699142,143.486997699142,147.486997699142,157.161997699142,169.361997699142,162.775,185.2,127.381497699142,NA,162.425,0.045,0,0,115.999997582668,162.134303921569,159.571079394771,51,21.8846437216013,12.9,4.76466275446708
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",80,159.546567538901,153.33,185.875,176.25,170.975,163.5,NA,172.1125,148.8,144.225,150.1,159.6,138.8,164.85,121.625,174.875,134.97345,NA,170.845,0.045,0,0.035,1.00004453537527,160.282254102564,159.546567538901,67.3,17.4875724868688,14.3,4.41599497001425
"KENDALLWRIGHT","Kendall Wright","WR","TEN",81,158.002670006909,148.395,162.625,157.375,160.25,153.175,NA,157.9,146.2,155.125,149.875,142.875,156.75,152,160.25,181,181.21625,NA,169.765,0,0,0,0,159.021930618401,158.002670006909,69.8,11.0479015090607,12.3,3.74967526885093
"RAYRICE","Ray Rice","RB","BAL",82,157.924149764574,149.11,177.175,159.375,150.849860896119,167.549860896119,0.2,169.36,150.95,174.424860896119,138.624860896119,136.074860896119,140.624860896119,143.949860896119,171.775,168.725,130.264860896119,NA,152.2,0.04,0,0,197.000043983923,155.699942156863,157.924149764574,64.2,40.2623726352166,17.5,6.62365111048745
"TYHILTON","T.Y. Hilton","WR","IND",83,157.878935667728,54.685,150.425,151.425,155.174942959888,168.024942959888,1.8,161.375,148.675,175.724942959888,155.824942959888,146.549942959888,153.899942959888,165.299942959888,161.675,174.375,146.341692959888,NA,165.81,0.02,0,0.02,2.50004956168407,154.55765346908,157.878935667728,68.5,45.2313106127788,16.2,7.02850757228221
"JULIANEDELMAN","Julian Edelman","WR","NE",84,157.440058994503,149.965,166.75,160.75,157.624999032488,163.274999032488,4,164.175,150.225,155.249999032488,138.374999032488,138.749999032488,145.174999032488,149.749999032488,149.1,172.55,186.917599032488,NA,167.02,0.125,0,0.095,2.00005823969773,158.416510045249,157.440058994503,74,39.185305022924,17.3,6.5173759189115
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",85,157.347936802038,208.5,176.44,129.12,193.27657782023,144.71657782023,0.6,150.828,155.78,158.11657782023,179.15657782023,176.31657782023,119.89657782023,53.6165778202305,228.94,145.32,145.12362782023,NA,112.68,427.525,262,169.2,35.25,159.047228431373,157.347936802038,195.3,54.7641043829876,57,9.46930437182268
"BENTATE","Ben Tate","RB","CLE",86,156.450521409908,97.285,167.025,151.75,146.61272896497,175.81272896497,NA,157.5025,186.875,150.96272896497,143.71272896497,152.83772896497,160.71272896497,149.08772896497,158.725,169.725,142.295728964969,NA,159.35,0,0,0,223.5,153.904024509804,156.450521409908,46.2,19.3787756706601,10.5,4.44304317502027
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",87,152.392625217557,0.6,226.72,124.9,159.719987028644,155.839987028644,0.6,172.782,4.72,159.399987028644,165.099987028644,157.399987028644,168.539987028644,167.099987028644,NA,137.28,91.788787028644,NA,146.48,361.659086055383,209.175,149.189567306577,62.5582234738186,137.07611547619,152.392625217557,177.7,67.9873463704482,75.1,11.3753827816221
"ERICDECKER","Eric Decker","WR","NYJ",88,151.775181560149,96.08,146.525,154.4,161.775164541155,151.775164541155,0.4,148.2375,194.1,138.025164541155,149.900164541155,138.525164541155,159.725164541155,156.900164541155,168.875,171.625,154.942664541155,NA,160.175,0.175,0,0.175,0,152.857510180995,151.775181560149,72.9,41.9916074890393,12.6,6.59359316569162
"REGGIEWAYNE","Reggie Wayne","WR","IND",89,151.4649658175,159.81,141.025,151.15,148.9649658175,166.2149658175,0.4,147.8625,179.4,129.4649658175,136.4649658175,134.2149658175,138.9649658175,158.7149658175,163.25,167.5,162.5074658175,NA,136.11,0.03,0,0.03,0,153.813817873303,151.4649658175,86.1,39.2194808627591,14.9,6.42825553793066
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",90,151.146139405578,135.41,156.25,151.875,152.277446776022,149.027446776022,NA,156.5125,190,169.652446776022,118.427446776022,128.152446776022,155.052446776022,141.777446776022,133.5,164.25,170.926596776022,NA,144.075,0.055,0,0.025,0,151.302089803922,151.146139405578,76.4,17.8650731732899,16,4.51589171259641
"JORDANCAMERON","Jordan Cameron","TE","CLE",91,148.899493005552,146.25,129.9,156.9,157.899884018065,150.024884018065,152.275,144.3,135.025,143.649884018065,149.649884018065,160.149884018065,146.649884018065,165.774884018065,141.5,151,148.254884018065,NA,147.575,0,0,0,0,148.555098039216,148.899493005552,63.5,8.81760388078761,17.8,3.75693132034266
"GOLDENTATE","Golden Tate","WR","DET",92,146.470326699481,159.435,172.25,159.625,158.225176511114,162.125176511114,NA,158.5125,137.4,125.125176511114,129.250176511114,140.000176511114,148.150176511114,133.250176511114,132.125,163.125,139.211176511114,NA,145.97,0.07,0,0.07,2.99992908806174,148.808529034691,146.470326699481,77.4,14.3720395250685,16.1,4.20000568438098
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",93,146.227106256729,121.86,162.875,155.375,146.589986214003,150.989986214003,NA,152.1,139.875,126.464986214003,134.164986214003,148.589986214003,150.189986214003,148.464986214003,128.5,162.625,130.399736214003,NA,154.17,0.06,0,0.02,2.02062366144734,146.523586953243,146.227106256729,82.9,12.8264321086252,13.1,3.94322000201034
"TRENTRICHARDSON","Trent Richardson","RB","IND",94,144.88782910924,128.595,177.925,119.575,138.899884568688,151.974884568688,NA,156.87,177.85,163.324884568688,126.924884568688,139.924884568688,137.474884568688,124.674884568688,121.25,166,156.240884568688,NA,150.075,0.02,0,0.02,208.00006752002,147.159171568627,144.88782910924,78.3,19.3241734350069,22.9,4.91466309093709
"BISHOPSANKEY","Bishop Sankey","RB","TEN",95,144.417854722181,NA,178.9,146.875,148.850250863876,128.375250863876,NA,160.9075,195.25,162.500250863876,106.500250863876,111.125250863876,159.200250863876,146.250250863876,123.575,175.15,107.458200863876,NA,120.575,0.05,0,0,204.584623579529,145.842134791667,144.417854722181,75.2,27.6901761632313,23,5.68427659370014
"SAMMYWATKINS","Sammy Watkins","WR","BUF",96,143.187049470125,NA,138.875,142.375,146.649979711914,128.474979711914,NA,141.65,162.525,129.749979711914,138.624979711914,134.499979711914,141.249979711914,133.249979711914,171.375,162.1,126.341229711914,NA,145.29,0,0,0,3.37390778927951,143.562936183608,143.187049470125,104.1,13.2079075460071,18.6,4.18954087696629
"JASONWITTEN","Jason Witten","TE","DAL",97,142.496508173762,145.69,151.25,151.125,142.996590857799,141.621590857799,144.25,145.3625,148.625,126.371590857799,119.371590857799,144.371590857799,138.496590857799,133.621590857799,146.875,161.25,146.772840857799,NA,140.475,0.02,0,0.02,0,143.65824754902,142.496508173762,79.3,9.66711299782735,12.8,3.64250527595373
"STEVANRIDLEY","Stevan Ridley","RB","NE",98,140.155780784909,160.75,169.475,127.8,138.55,158.7,NA,148.0075,130.6,135.425,122.3,134,121.675,127.625,155.575,129.5,98.937,NA,132.7125,0.07,0,0.07,208.899956253241,137.968303921569,140.155780784909,85,17.8091911523236,17.5,4.56843201890388
"FREDJACKSON","Fred Jackson","RB","BUF",99,139.820623932617,138.54,157.325,142.65,141.400008814366,117.550008814366,NA,139.7025,175.125,133.625008814366,125.225008814366,149.625008814366,133.325008814366,149.375008814366,109.4,153.025,148.681258814366,NA,145.5,0.09,0,0.09,158.949971461424,141.239862745098,139.820623932617,76.5,15.747156234942,13.4,4.22209528550798
"PIERRETHOMAS","Pierre Thomas","RB","NO",100,139.736655852702,153.59,161.75,136.225,158.099741896665,129.624741896665,NA,145.4275,159.475,122.799741896665,117.874741896665,116.749741896665,119.299741896665,140.249741896665,132.325,150.325,172.698441896665,NA,132.5,0.06,0,0,122,138.93321745098,139.736655852702,79.5,17.4286462755822,15.6,4.46056924611461
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",101,138.425564239859,136.97,154.4,128.4,144.808248546607,125.608248546607,NA,141.135,134.625,140.733248546607,134.783248546607,143.958248546607,117.433248546607,135.708248546607,159.825,157.65,133.515948546607,NA,136.55,0.03,0,0.02,190.000008765972,139.637408627451,138.425564239859,77.6,11.3403354663525,13.3,3.81487970647322
"VERNONDAVIS","Vernon Davis","TE","SF",102,138.375226200052,74.47,145.25,155,137.625222412426,168.125222412426,170.375,150.075,172.125,130.375222412426,122.625222412426,134.500222412426,136.875222412426,124.125222412426,95.25,153.375,144.696472412426,NA,118.725,0,0,0,0,138.320134803922,138.375226200052,72.6,25.7579665026934,14.2,5.16916968457258
"RUEBENRANDLE","Rueben Randle","WR","NYG",103,138.162724843002,120.74,142.35,145.85,146.099859764641,111.974859764641,0.6,135.175,127.35,125.974859764641,149.599859764641,151.474859764641,144.974859764641,121.099859764641,128.475,161.35,119.386109764641,NA,158.625,0,0,0,0,137.008921568627,138.162724843002,94.8,36.1532614517715,16.7,6.21678009596721
"GREGOLSEN","Greg Olsen","TE","CAR",104,136.124578579812,165.245,125.375,136.125,138.124908551966,132.999908551966,135.25,132.45,135,135.499908551966,116.999908551966,141.624908551966,137.874908551966,139.749908551966,118.25,145.375,134.602408551966,NA,141.725,0,0,0,0,136.870040849673,136.124578579812,86,10.7354697913282,12.1,3.71338990432053
"CECILSHORTS","Cecil Shorts","WR","JAC",105,135.515141900665,213.375,NA,114.25,146.046448857225,137.296448857225,NA,123.3,159.85,124.546448857225,108.046448857225,132.046448857225,123.546448857225,120.796448857225,157.625,142.75,124.572698857225,NA,149.975,0,0,0,0,139.992550194597,135.515141900665,105.8,25.8427060689903,24,5.55360804716569
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",106,134.430621182768,145.2,148.875,124.125,133.674981721577,133.699981721577,NA,133.415,178.375,138.574981721577,108.074981721577,134.199981721577,99.2499817215775,144.199981721577,178.35,130.725,91.4914817215774,NA,145.55,0,0,0,160.499969258893,132.090774509804,134.430621182768,97.9,23.5248207510302,21.3,5.23766411488705
"DWAYNEBOWE","Dwayne Bowe","WR","KC",107,133.97520475879,143.645,130.15,127.525,128.524942959888,118.274942959888,0.4,130.1875,141.65,144.649942959888,118.899942959888,125.024942959888,134.399942959888,118.774942959888,146.5,152.375,134.099942959888,NA,145.1,0.01,0,0.01,0,135.384044117647,133.97520475879,104.4,34.0062690454679,12.4,5.85497951851233
"STEVENJACKSON","Steven Jackson","RB","ATL",108,133.244130421584,134.335,152.7,108.575,146.600167353494,151.325167353494,NA,134.1725,81.75,121.625167353494,110.625167353494,124.750167353494,137.950167353494,123.750167353494,161.225,152.675,147.857917353494,NA,155.65,0.02,0,0.02,179.000020556076,135.035995098039,133.244130421584,76.6,21.356590806159,23.3,5.11607220859158
"MIKEEVANS","Mike Evans","WR","TB",109,133.152226519293,NA,133.375,141.5,138.75,120.25,NA,126.0625,116,116.25,140.875,149.875,134.3,120.75,135,145.75,109.77,NA,141.675,0.07,0,0.07,0,132.667048649267,133.152226519293,105.2,12.3190655156376,19.2,4.13124417724947
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",110,131.975233609616,NA,150.5,156.125,142.75,107.375,NA,138.1625,178.975,123.5,122.5,134,131,124.625,116.75,145,118.335,NA,141.825,0,0,0,0,135.422250572344,131.975233609616,98.2,18.1684122583151,16.9,4.57825064276704
"ANQUANBOLDIN","Anquan Boldin","WR","SF",111,131.404377696622,135.445,124.625,120.25,134.999942959888,144.024942959888,NA,126.9625,121.175,119.874942959888,125.224942959888,135.499942959888,123.649942959888,130.874942959888,146.375,147.45,131.733942959888,NA,126.88,0.05,0,0.05,1.49995085164096,133.342176093514,131.404377696622,112.5,9.05648138675058,16.3,3.72114123781641
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",112,131.315699029438,117.52,118.75,117.75,144.403450439294,142.778450439294,NA,124.7,133.7,122.153450439294,134.028450439294,140.028450439294,129.903450439294,133.778450439294,122.5,162.325,113.808450439294,NA,136.525,0.03,0,0.03,0,131.686093514329,131.315699029438,109.4,12.7280137589175,15,4.00724157715399
"WESWELKER","Wes Welker","WR","DEN",113,131.04985355422,190.36,145.425,149.55,110.174751150256,110.674751150256,1.8,137.8875,144.3,119.424751150256,69.5497511502559,97.7997511502559,135.049751150256,114.424751150256,169.8,120.8,184.897251150256,NA,106.175,0.09,0,0.09,0,133.21281372549,131.04985355422,107.7,44.3297715919763,29.9,7.47257237020856
"BRIANHARTLINE","Brian Hartline","WR","MIA",114,131.049640108025,163.54,119.5,129,123.125102567673,107.250102567673,NA,124.15,140,133.250102567673,124.250102567673,132.500102567673,130.250102567673,121.000102567673,138.125,152.25,133.133852567673,NA,140.975,0.06,0,0.06,0,133.201715686275,131.049640108025,123.2,13.3972826693782,16.6,4.13000120457132
"BRANDINCOOKS","Brandin Cooks","WR","NO",115,131.012127225432,0.6,142.975,148.975,151.2,103.55,0.6,129.8,125.075,112.225,138.1,141.975,127.05,125.1,21.225,170.1,97.585,NA,142.865,0.04,0,0.04,9.00000514257286,127.565289377289,131.012127225432,94.3,52.4163735714553,18,7.75536825232444
"DENNISPITTA","Dennis Pitta","TE","BAL",116,128.427604982477,12.43,149,142,134.74,146.365,148,141.225,151.125,119.99,122.115,118.365,110.115,114.615,106.875,151,110.19625,NA,119.025,0,0,0,0,125.039579248366,128.427604982477,93.1,32.7717530031412,13.1,5.76888574659097
"LAMARMILLER","Lamar Miller","RB","MIA",117,127.426789642602,86.905,148.725,125.25,150.249778752711,85.874778752711,NA,124.2425,95.225,109.074778752711,141.524778752711,125.499778752711,148.524778752711,108.624778752711,150.95,154.375,109.807028752711,NA,103.8,0.03,0,0.03,167.5,125.074176470588,127.426789642602,83.7,23.9071320838232,20.3,5.23422149944551
"RILEYCOOPER","Riley Cooper","WR","PHI",118,126.984975628995,138.01,124.775,134.65,120.02502322197,129.40002322197,0.4,126.6375,130.35,-2.5999767780304,120.92502322197,116.77502322197,125.97502322197,133.40002322197,103.75,163.75,126.64002322197,NA,116.525,0,0,0,0,129.146302083333,126.984975628995,112.8,44.4364301516139,21,7.14024658599719
"DANNYWOODHEAD","Danny Woodhead","RB","SD",119,126.57044493387,108.265,148.775,121.875,116.720162876377,136.795162876377,NA,135.41,135.775,131.370162876377,115.495162876377,120.670162876377,110.820162876377,105.045162876377,100.075,149.75,120.337762876377,NA,131.35,0.04,0,0.02,76.1500566477009,125.922323921569,126.57044493387,106.5,14.8858129769159,15.2,4.21243995387484
"JORDANREED","Jordan Reed","TE","WAS",120,126.163164891158,91.75,138.025,135.775,151.413595867843,119.538595867843,122.525,134.75,163.775,137.538595867843,122.788595867843,117.413595867843,116.788595867843,117.788595867843,102.75,152,118.604345867843,NA,121.325,0,0,0,0.13,129.954021125117,126.163164891158,91.9,18.1126027671504,14.4,4.47704989391598
"JUSTINHUNTER","Justin Hunter","WR","TEN",121,126.094718787418,NA,141.5,142.75,150.375,114.25,NA,128.425,104.75,101.5,122.25,122.5,126.5,129.125,102.5,150.875,95.9075,NA,140.24,0,0,0,0,125.452844665751,126.094718787418,98.4,18.1425367821828,14.4,4.47978986015325
"GREGJENNINGS","Greg Jennings","WR","MIN",122,124.749814651629,93.595,102.375,115.625,124.124942959888,115.749942959888,NA,111.875,153.175,115.124942959888,108.749942959888,136.124942959888,122.499942959888,135.874942959888,165.25,138.875,127.694942959888,NA,142.175,0.06,0,0.06,0,126.662886500754,124.749814651629,120.4,18.90012946031,19,4.72594484487301
"DOUGBALDWIN","Doug Baldwin","WR","SEA",123,124.518497616868,149.525,114.6,143.725,116.299859102748,98.9498591027483,0.6,118.4625,140.525,110.674859102748,118.474859102748,126.174859102748,110.924859102748,117.799859102748,125.975,145.525,117.292109102748,NA,121.3,0,0,0,1.5,124.635220211161,124.518497616868,134.3,32.8601950031558,17.8,5.95763469609705
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",124,124.199702012161,103.465,133.8,113.675,124.393473508688,126.493473508688,NA,124.7875,157.675,125.418473508688,118.843473508688,100.093473508688,123.268473508688,136.093473508688,148.25,145.125,119.217723508688,NA,97.975,0,0,0,176.499920409827,124.836352941176,124.199702012161,111.8,16.7997297253593,15.4,4.39531490583231
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",125,123.861890682062,109.77,128,137.875,137.299315051112,118.174315051112,120,129.5875,156.875,127.299315051112,117.049315051112,134.549315051112,111.174315051112,117.924315051112,99.125,130.75,106.190565051112,NA,117.725,0,0,0,0,125.327659313725,123.861890682062,83.3,14.0049084167456,15.5,4.14333872181575
