"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"KELLENWINSLOW","Kellen Winslow Jr","TE",7.3575,6.68417799176271,1,NA,506,NA,95,14.955,NA,NA,-0.24,NA,NA,NA,-0.24,-0.24,-0.24,-0.24,73.385,NA,NA,-0.24,NA,NA,21.965,7.3575,-110.58241311306,NA,25.8163973363553,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"KELVINBENJAMIN","Kelvin Benjamin","WR",130.937582344843,5.28404435106666,4,"CAR",114,101.3,42,NA,150.5,156.125,107.375,NA,138.1625,178.975,123.5,119.5,132.125,125.25,121.5,116.75,136.25,118.335,NA,141.575,133.291214285714,130.937582344843,-11.8435866669933,18.3,18.94466690899,1.3,6,3.65,6,122.8,2.7,127.3,2,125,90.5,7.4,3.65,1,4.69134788222914
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR",70.3796563829038,7.24827852808306,1,"NE",210,160.8,88,37.36,106.875,116.5,85.25,NA,91.4625,58.25,37,79.75,77.375,72.75,55.75,46.125,85.625,59.97125,NA,50.575,71.145921875,70.3796563829038,-72.4015126289328,30.4,24.131000760297,1.1,0,0.55,1.1,124.1,0,170,0,191,NA,NA,0.55,1,0
"KENDALLGASKINS","Kendall Gaskins","RB",6.605,2.77814588609046,1,"NYG",522,NA,153,NA,NA,NA,-0.3,NA,NA,0.1,-0.3,-0.3,-0.3,-0.3,-0.3,NA,NA,-0.3,NA,13.11,6.605,6.605,-113.905522257984,NA,4.45529772044224,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KENDALLHUNTER","Kendall Hunter","RB",-1.44,6.80185366192679,1,"SF",824,NA,248,73.4,NA,NA,-1.44,NA,NA,NA,-1.44,-1.44,-1.44,-1.44,-1.44,NA,NA,-1.44,NA,NA,11.2733333333333,-1.44,-121.950522257984,NA,26.4599357520006,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KENDALLWRIGHT","Kendall Wright","WR",157.584149874981,3.79758676192552,8,"TEN",86,70,28,148.395,162.625,157.375,153.175,NA,157.9,146.2,155.125,149.875,143.5,154.75,152,160.25,181,181.21625,NA,170.365,158.875786458333,157.584149874981,14.8029808631444,11.8,11.4413832641435,2.1,12,7.05,12,85.5,4.8,91.1,11,85,88.8,8.1,7.05,4,5.19295685089021
"KENDIALLAWRENCE","Kendial Lawrence","RB",0,NA,1,"DAL",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KENJONBARNER","Kenjon Barner","RB",8.24902638501833,3.2510275511853,1,"PHI",487,NA,139,6.95,12.525,11.3,17.9365263850183,NA,12.2975,12.625,7.33652638501833,19.7865263850183,4.63652638501833,-0.213473614981673,-0.113473614981673,NA,NA,-1.73847361498167,NA,NA,9.90413636363636,8.24902638501833,-112.261495872966,NA,7.04136769666208,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"KENNETHMOORE","Kenneth Moore","WR",0,NA,1,NA,645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KENNYBRITT","Kenny Britt","WR",108.453478040172,6.61221266373701,1,"STL",143,139.3,59,78.155,104.25,106,86.9222726862393,NA,101.125,107.1,97.9222726862393,91.1722726862393,116.047272686239,101.297272686239,112.922272686239,141.25,137,92.2110226862393,NA,136.875,110.608296875,108.453478040172,-34.327690971665,29.2,18.7903121669662,1,1,1,1,NA,0,170,2,190,NA,NA,1,1,0.693147180559945
"KENNYSTILLS","Kenny Stills","WR",118.329217886643,4.90845429948037,1,"NO",129,135.6,50,122.97,117.875,116.375,94.7348872821986,NA,114.375,112.075,121.084887282199,105.084887282199,119.084887282199,121.559887282199,116.709887282199,141.125,132.725,112.603837282199,NA,124.55,119.063020208333,118.329217886643,-24.4519511251935,21.3,10.7959597746682,1,1,1,1,NA,1.5,144.4,2,162,127.8,13.3,1,1,0
"KERWYNNWILLIAMS","Kerwynn Williams","RB",0.5625,NA,1,"SD",625,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,NA,NA,NA,NA,NA,0.5625,0.5625,-119.948022257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KESHAWNMARTIN","Keshawn Martin","WR",36.4811771447758,6.23004060287791,1,"HOU",312,NA,132,60.455,45.475,37.475,-2.40002763612362,0.6,40.3875,25.225,34.0999723638764,42.7249723638764,11.3499723638764,8.97497236387638,3.84997236387638,40.975,73.725,-2.40002763612362,NA,43.425,36.56625,36.4811771447758,-106.299991867061,NA,23.3328350560577,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KEVINBOSS","Kevin Boss","TE",0,NA,1,NA,645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KEVINBROCK","Kevin Brock","TE",3.03776983529065,2.60715957273245,1,"CIN",576,NA,113,NA,NA,NA,NA,NA,6.9375,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,NA,2.171875,3.03776983529065,-114.90214327777,NA,3.52021690856307,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KEVINCONE","Kevin Cone","WR",2.5,2.04427461542378,1,"MIA",585,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,2.5,NA,NA,NA,NA,NA,1.875,2.5,-140.281169011837,NA,0.441941738241592,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KEVINDORSEY","Kevin Dorsey","WR",-1.375,2.80093451817905,1,"GB",822,NA,292,NA,NA,NA,-3,NA,10.5,-4.375,-3,-3,-3,-3,-3,NA,NA,-3,NA,NA,1.04166666666667,-1.375,-144.156169011837,NA,4.57992297363661,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KEVINELLIOTT","Kevin Elliott","WR",0,NA,1,"BUF",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KEVINNORWOOD","Kevin Norwood","WR",29.1875,4.32701842019495,1,"SEA",349,NA,153,NA,44.875,30.125,NA,NA,37.5,NA,NA,NA,NA,18.875,13.5,NA,NA,NA,NA,NA,18.109375,29.1875,-113.593669011837,NA,12.9256890531994,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KEVINOGLETREE","Kevin Ogletree","WR",38.3752640779206,5.69675279893275,1,"DET",302,NA,129,NA,51.75,59.25,NA,NA,55.5,50.725,NA,12.375,14.375,17.5,NA,51.375,NA,NA,NA,17.325,33.0432142857143,38.3752640779206,-104.405904933916,NA,20.4164192161875,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KEVINOZIER","Kevin Ozier","WR",2.325,NA,1,"ARI",588,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.325,NA,NA,NA,NA,2.325,2.325,-140.456169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KEVINWALTER","Kevin Walter","WR",21.8025,4.92603961063878,1,NA,387,NA,170,44.715,NA,NA,-1.11,NA,NA,NA,-1.11,-1.11,-1.11,-1.11,-1.11,NA,NA,-1.11,NA,NA,21.8025,21.8025,-120.978669011837,NA,16.2015841239368,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KHIRYROBINSON","Khiry Robinson","RB",83.8524896737901,6.93308549749306,2,"NO",183,141.2,51,NA,NA,NA,101.55,NA,98.91,63.25,105,85.05,85.5,79.3,55.375,23.525,121.825,56.127,NA,64.425,78.9474615384615,83.8524896737901,-36.6580325841943,25.6,27.1486888152331,1.3,1,1.15,1.3,123.5,2.5,113.1,5,135,128,13.1,1.15,1,3.17805383034795
"KIEROSMALL","Kiero Small","RB",0.3,2.01518220380636,1,"SEA",635,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,NA,NA,NA,NA,0.3,0.3,-120.210522257984,NA,0.282842712474619,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KIRKCOUSINS","Kirk Cousins","QB",22.674464982951,4.49350609761146,1,"WAS",380,NA,45,6.31,32.84,41.96,33.8399711846172,NA,34,8.9,23.9599711846173,10.9799711846173,24.8999711846173,9.27997118461725,13.0999711846173,NA,40.62,-1.50002881538275,NA,20.58,23.3921978021978,22.674464982951,-223.018445392135,NA,13.8361679652779,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"KNILEDAVIS","Knile Davis","RB",81.826919667818,6.09350972132482,1,"KC",187,159.9,52,80.045,91.275,86.55,71.4452892975035,6.6,83.2275,91.25,72.4952892975035,72.9202892975035,98.2452892975035,65.7702892975035,40.4952892975035,102.2,111.4,61.8422892975035,NA,68.3,80.0301333333333,81.826919667818,-38.6836025901665,20.2,25.2390829117369,1,1,1,1,NA,1.1,143.1,3,184,NA,NA,1,1,2.07944154167984
"KNOWSHONMORENO","Knowshon Moreno","RB",125.830898624532,6.82984536568045,3,"MIA",121,113.3,36,145.2,148.875,124.125,133.999954616572,NA,133.415,169.25,123.574954616572,87.5749546165719,119.499954616572,89.2999546165719,121.874954616572,178.35,130.725,91.7914546165719,NA,112.075,124.099427083333,125.830898624532,5.32037636654768,25.2,26.5582597230264,2.8,2,2.4,2.8,108.9,3.4,97.7,6,105,102.3,13.8,2.4,1,6.94022246911964
"KONRADREULAND","Konrad Reuland","TE",0,3.99993117415073,1,"NYJ",645,NA,133,NA,NA,NA,NA,NA,5.875,NA,NA,NA,NA,NA,21.625,NA,NA,NA,NA,NA,5.5,0,-117.93991311306,NA,11.1369318036881,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"KORYSHEETS","Kory Sheets","RB",0,NA,1,"OAK",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KORYSPERRY","Kory Sperry","TE",0,NA,1,"ARI",645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KRISDURHAM","Kris Durham","WR",46.2164612527825,6.50743255659922,1,"DET",275,NA,116,NA,77.375,27.5,NA,NA,39.4625,65.675,40,50.625,10.625,17.625,52.625,16.25,89.75,NA,NA,33.35,37.0174512987013,46.2164612527825,-96.5647077590542,NA,24.8498213469509,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KYLEADAMS","Kyle Adams","TE",0,NA,1,"TB",645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KYLEJUSZCZYK","Kyle Juszczyk","RB",7.8562384663017,3.68176677622912,1,"BAL",497,NA,143,NA,15.875,16.525,NA,NA,14.1175,NA,NA,25.75,1.25,4.425,0.5,NA,NA,NA,NA,NA,9.8053125,7.8562384663017,-112.654283791683,NA,9.39697134909511,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KYLEORTON","Kyle Orton","QB",8.44452562362455,2.96963920064289,1,"DAL",485,NA,57,4.1,NA,NA,-0.015,NA,NA,NA,-0.015,-0.015,-0.015,8.125,-0.015,NA,15.66,-0.015,NA,NA,4.64,8.44452562362455,-237.248384751461,NA,5.50252612442685,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KYLERUDOLPH","Kyle Rudolph","TE",123.149851858758,4.51445482105529,6,"MIN",127,86.7,10,109.77,128,137.875,118.174315051112,120,129.5875,156.875,127.299315051112,115.799315051112,134.549315051112,111.174315051112,117.924315051112,99.125,130.75,106.190565051112,NA,117.6,124.432867647059,123.149851858758,5.20993874569805,15.7,14.0292211253502,1.8,9,5.4,9,68.6,3.1,105.3,7,83,81.3,12.4,5.4,1,6.65286302935335
"KYLEWILLIAMS","Kyle Williams","WR",21.8112915291452,4.64516396089079,1,"KC",386,NA,169,23.835,47.5,17.5,NA,NA,32.5,NA,NA,13,NA,6.15,1.25,6.875,NA,NA,NA,11.975,15.1565,21.8112915291452,-120.969877482691,NA,14.665546382404,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LACHESEASTRUNK","Lache Seastrunk","RB",22.2004775570738,4.27667241357577,1,"WAS",382,NA,104,NA,26.725,48.675,23.225,NA,28.905,8.65,8.2,19.8,15.625,27.925,7.5,NA,NA,NA,NA,NA,21.523,22.2004775570738,-98.3100447009107,NA,12.6503595030163,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"LADARIUSGREEN","Ladarius Green","TE",105.641300270926,5.07702836131538,2,"SD",150,138.3,15,NA,112.375,129.375,97,NA,112.525,126.375,103,101.875,105,102,87.125,81.25,121,89.35375,NA,102.025,98.6246302083333,105.641300270926,-12.298612842134,20.1,14.2560148276246,1.1,2,1.55,2,129.3,1.9,140,4,155,125.6,15.4,1.55,1,5.08759633523238
"LAMARMILLER","Lamar Miller","RB",131.480305019341,5.49848424132246,13,"MIA",112,73.9,34,86.905,148.725,125.25,85.42482828577,NA,124.2425,141.275,123.92482828577,147.67482828577,120.04982828577,144.44982828577,109.42482828577,150.95,154.375,109.35707828577,NA,136.05,129.548192708333,131.480305019341,10.9697827613568,17.7,22.0982404373478,2.7,22,12.35,22,95.8,2.7,111.2,10,94,70.9,7.3,12.35,1,5.03695260241363
"LAMICHAELJAMES","LaMichael James","RB",9.87570695354989,3.73578268049395,1,"SF",462,NA,133,-8.55,10.875,7.475,NA,NA,6.8875,28.325,NA,13.5,4,4.075,2.625,NA,NA,NA,NA,15.7875,7.03409090909091,9.87570695354989,-110.634815304435,NA,9.69237063937978,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LANCEDUNBAR","Lance Dunbar","RB",74.7451038984436,6.32189835202836,1,"DAL",197,147.8,55,-0.6,89.35,78.675,47.7999327306394,NA,80.3925,79.625,96.1249327306394,69.5499327306394,77.4999327306394,49.2249327306394,58.4999327306394,80.15,108.2,72.4274327306394,NA,94.925,73.8278125,74.7451038984436,-45.7654183595409,21.4,26.120804572189,1,1,1,1,NA,0,170,2,219,NA,NA,1,1,2.07944154167984
"LANCEKENDRICKS","Lance Kendricks","TE",42.1999883860514,4.33502050171834,1,"STL",285,NA,50,28.285,51,56.5,NA,NA,41.8,67,47.75,40.5,42,20.375,32.625,31.375,56.875,NA,NA,44.175,43.0522115384615,42.1999883860514,-75.7399247270088,NA,12.9694504089517,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"LANCEMOORE","Lance Moore","WR",82.8846603796841,6.87495372925234,1,"PIT",185,191.2,76,66.255,88.375,96.375,85.2100781080035,NA,86.85,81.375,67.8350781080035,65.9600781080035,57.4600781080035,77.5850781080035,78.4600781080035,139.125,89.75,82.0500781080035,NA,89.375,84.604875,82.8846603796841,-59.8965086321525,31.3,18.835555286181,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"LANDRYJONES","Landry Jones","QB",0,NA,1,"PIT",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"LAQUANWILLIAMS","LaQuan Williams","WR",-0.06,NA,1,"BAL",808,NA,287,-0.06,NA,NA,-0.06,NA,NA,NA,-0.06,-0.06,-0.06,-0.06,-0.06,NA,NA,-0.06,NA,NA,-0.06,-0.06,-142.841169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",19.635,4.50446135805365,1,NA,400,NA,113,30.415,NA,NA,-0.69,NA,NA,NA,-0.69,-0.69,-0.69,-0.69,-0.69,NA,31.225,-0.69,NA,NA,20.3166666666667,19.635,-100.875522257984,NA,13.8960795080643,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LARRYDONNELL","Larry Donnell","TE",30.3438753215441,5.45458710129654,1,"NYG",340,NA,60,NA,NA,NA,NA,NA,12.475,69.875,NA,27.375,27.25,22.75,32,NA,NA,NA,NA,48.75,34.2392857142857,30.3438753215441,-87.5960377915161,NA,19.0920763918538,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LARRYFITZGERALD","Larry Fitzgerald","WR",179.900103672119,6.73669082680531,28,"ARI",57,41.8,15,124.77,204.275,190.525,179.07503925702,0.4,189.675,183.15,170.35003925702,167.12503925702,160.60003925702,173.37503925702,170.85003925702,195.5,203.75,193.19978925702,NA,182.595,180.953384375,179.900103672119,37.1189346602824,8,48.7060255245036,23.6,25,24.3,25,36.7,19.8,37.1,23,34,38.6,5.1,24.3,18,9.6638969875516
"LATAVIUSMURRAY","Latavius Murray","RB",51.5814022924469,5.92684264317133,1,"OAK",258,188.5,73,NA,67.875,37.95,65.55,NA,56.38,75.375,NA,44.85,73,41,30.375,18.875,48.3,NA,NA,25.65,48.3542857142857,51.5814022924469,-68.9291199655376,23.5,18.9714000058461,1,1,1,1,NA,1,170,0,NA,NA,NA,1,1,0
"LAVELLEHAWKINS","Lavelle Hawkins","WR",14.7955932285169,3.36425326843529,1,"TB",427,NA,179,-0.03,NA,12.375,NA,NA,17.125,NA,14.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.08375,14.7955932285169,-127.98557578332,NA,7.66057044764509,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LAVONBRAZILL","LaVon Brazill","WR",-3,4.61410430829638,1,"IND",826,NA,294,NA,NA,NA,-3,NA,NA,NA,-3,-3,-3,-3,-3,NA,38,-3,NA,NA,5.2,-3,-145.781169011837,NA,14.4956890143242,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LAWRENCEVICKERS","Lawrence Vickers","RB",0,NA,1,NA,645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"LEESMITH","Lee Smith","TE",7.69374740382725,2.77632537931468,1,"BUF",498,NA,94,15.975,NA,NA,NA,NA,8.0625,5,NA,8.125,NA,4.75,5,NA,NA,NA,NA,13.3875,7.50375,7.69374740382725,-110.246165709233,NA,4.44534183028653,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LEGARRETTEBLOUNT","LeGarrette Blount","RB",80.5627802073457,6.41390269325853,4,"PIT",189,136,54,36.44,135.45,78.05,59.9001589260831,NA,88.29,107.25,61.1501589260831,62.0251589260831,73.8001589260831,65.4001589260831,85.4251589260831,90.475,103.575,68.6533589260831,NA,67.4625,78.42250875,80.5627802073457,-39.9477420506388,23.7,24.0292363774754,2.8,5,3.9,5,122.3,1.2,136.7,3,146,129.4,14.3,3.9,1,0.693147180559945
"LEONARDHANKERSON","Leonard Hankerson","WR",32.5812051754791,8.18361035103801,1,"WAS",330,NA,142,104.655,66,11.25,NA,NA,31.65,89.825,9.5,10.5,18.5,33,13.5,NA,19.625,NA,NA,NA,37.0152272727273,32.5812051754791,-110.199963836357,NA,34.0164128834089,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0.693147180559945
"LEONWASHINGTON","Leon Washington","RB",5.16539234987521,2.86342945653391,1,"TEN",542,NA,161,-0.27,12.9,5.875,NA,NA,9.3875,0.1,NA,NA,1.5,0.95,1.025,NA,NA,NA,NA,NA,3.9131875,5.16539234987521,-115.345129908109,NA,4.92169195237848,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LERONMCCLAIN","LeRon McClain","RB",2.39,2.31903628069947,1,NA,587,NA,175,5.14,NA,NA,-0.36,NA,NA,NA,-0.36,-0.36,-0.36,-0.36,-0.36,NA,NA,-0.36,NA,NA,2.39,2.39,-118.120522257984,NA,1.94454364826301,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LESEANMCCOY","LeSean McCoy","RB",264.49974003297,3.47747146083149,77,"PHI",14,1.7,2,311.015,291.825,246.35,251.049848363086,266.975,264.9025,255.95,266.199848363086,247.674848363086,246.599848363086,249.574848363086,251.224848363086,296.875,264.45,303.574998363086,NA,239.5,265.34731627451,264.49974003297,143.989217774985,0.9,22.6213108718553,64.9,58,61.45,64.9,1.5,60.2,2.9,55,1,2,1,61.45,71,9.92402520375368
"LESTARJEAN","Lestar Jean","WR",0,2.76350368041014,1,NA,645,NA,243,17.725,NA,NA,NA,NA,11.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12892857142857,0,-142.781169011837,NA,4.37522320859176,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LEVEONBELL","Le'Veon Bell","RB",204.724466123536,7.22103277123423,44,"PIT",40,24.1,9,214.885,208.475,190.375,201.949953633763,0.4,203.125,193.825,212.399953633763,184.399953633763,190.899953633763,198.849953633763,187.649953633763,219.475,211.15,252.817903633763,NA,193.3,203.869361875,204.724466123536,84.213943865551,8.3,53.599442849764,39,38,38.5,39,21.3,34.7,23,40,21,27.3,4.2,38.5,35,10.1235864736641
"LEVINETOILOLO","Levine Toilolo","TE",68.9310857089878,5.80393613650746,1,"ATL",213,201.2,30,NA,75.375,78.25,NA,NA,58.8625,42.5,63.875,57,85,53.625,45.75,93.25,92.125,64.23375,NA,88.8,68.9720558608059,68.9310857089878,-49.0088274040724,23.6,17.4924211519278,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LOGANPAULSEN","Logan Paulsen","TE",16.6674753613281,4.44972368186646,1,"WAS",415,NA,73,11.14,NA,NA,-3.27,NA,24,44.375,20.73,4.105,15.23,14.355,8.855,NA,NA,-3.27,NA,21.15,19.0405555555556,16.6674753613281,-101.272437751732,NA,13.5967330300668,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"LOGANTHOMAS","Logan Thomas","QB",0,2.50134872683534,1,"ARI",645,NA,76,NA,NA,NA,NA,NA,NA,-0.92,NA,NA,NA,3.24,NA,NA,NA,NA,NA,NA,0.464,0,-245.692910375086,NA,2.94156420973604,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LONNIEPRYOR","Lonnie Pryor","RB",2.085,2.21185674440278,1,"TB",594,NA,176,NA,NA,3.525,NA,NA,2.655,NA,NA,NA,NA,0.475,1.325,NA,NA,NA,NA,NA,1.995,2.085,-118.425522257984,NA,1.35840592853045,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB",28.8754118213333,4.39149183969902,1,"BAL",351,NA,95,NA,54.825,23.5,22.925,NA,35.105,25.5,NA,13.25,24.5,22.525,47,NA,NA,NA,NA,NA,32.4463333333333,28.8754118213333,-91.6351104366512,NA,13.2782778439073,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"LOUISMURPHY","Louis Murphy","WR",29.9997669251372,5.73080015739246,1,"TB",343,NA,150,8.145,52.25,25.75,NA,NA,39,0.125,NA,11.125,16.25,22.5,11.875,64.125,NA,NA,NA,NA,24.8645,29.9997669251372,-112.781402086699,NA,20.6026155904212,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LUKEMCCOWN","Luke McCown","QB",1.67516397850648,2.24344851176241,1,"NO",604,NA,72,1.39,NA,NA,NA,NA,NA,NA,NA,4.52,1.2,2.04,NA,NA,NA,NA,NA,NA,1.30714285714286,1.67516397850648,-244.017746396579,NA,1.53117329739865,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LUKESTOCKER","Luke Stocker","TE",5.15837742112817,2.57560955049998,1,"TB",544,NA,102,9.19,NA,NA,-0.075,NA,5.4375,NA,-0.075,-0.075,-0.075,2.675,-0.075,NA,NA,-0.075,NA,NA,3.4305,5.15837742112817,-112.781535691932,NA,3.34767783321514,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LUKEWILLSON","Luke Willson","TE",44.437650197896,4.36484482243731,1,"SEA",278,NA,47,NA,NA,65.125,NA,NA,40.9625,67.125,45.625,38,43.25,39.25,30.75,NA,NA,NA,NA,31.525,46.93125,44.437650197896,-73.5022629151642,NA,13.1325520600952,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MALCOMFLOYD","Malcom Floyd","WR",104.981268569388,6.15511152486715,1,"SD",152,160,62,107.495,98.75,93.5,100.699769955316,NA,95.5,118.625,87.8247699553157,114.699769955316,101.574769955316,86.0747699553157,103.449769955316,155,125.625,104.193419955316,NA,106.4,108.895641458333,104.981268569388,-37.799900442449,26.7,17.1580162230125,1,1,1,1,NA,0,170,1,248,NA,NA,1,1,0
"MARCEDESLEWIS","Marcedes Lewis","TE",78.0393661013165,5.0797385829004,1,"JAC",193,184.7,25,70.59,86.625,95.875,55.6765407827281,NA,82.7,85.875,79.4265407827281,73.1765407827281,80.4265407827281,72.6765407827281,62.5515407827281,82.75,90,69.8777907827281,NA,92.05,80.4292864583333,78.0393661013165,-39.9005470117437,22.4,11.1877928147894,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"MARCELJENSEN","Marcel Jensen","TE",0.625,NA,1,"JAX",621,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,0.625,0.625,-117.31491311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MARCELREECE","Marcel Reece","RB",54.6573137879002,3.8495921299347,1,"OAK",243,184.7,69,21.79,64.575,60.45,77.35,NA,69.0075,56.175,80.15,36.125,40.25,37.325,28.75,NA,58.825,NA,NA,62.065,53.2239835164835,54.6573137879002,-65.8532084700843,6.9,18.6099910571563,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"MARCMARIANI","Marc Mariani","WR",0.295129743121666,2.2789996931625,1,"TEN",638,NA,241,NA,NA,NA,-1.5,NA,3.475,-2.125,-1.5,-1.5,-1.5,-0.625,0.375,NA,NA,-1.5,NA,NA,-0.0800000000000001,0.295129743121666,-142.486039268715,NA,1.72559369815467,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"MARCUSEASLEY","Marcus Easley","WR",0.25,2.06043706632235,1,"BUF",639,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,NA,0.4375,0.25,-142.531169011837,NA,0.530330085889911,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
